,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
HSPH1,3.05275E-16,-0.38523494,0.045,0.119,8.53853E-12
MICALL1,3.08741E-16,0.270937799,0.113,0.027,8.63548E-12
PRKCA,3.12076E-16,0.376026736,0.819,0.655,8.72877E-12
MIF,3.21249E-16,-0.307132673,0.037,0.106,8.98534E-12
WNK1,3.21975E-16,-0.69993875,0.527,0.606,9.00563E-12
ANK2,3.2419E-16,-0.682186465,0.399,0.487,9.0676E-12
SYT14,3.31643E-16,0.356436835,0.12,0.032,9.27604E-12
CCNL2,3.37732E-16,-0.749944875,0.271,0.363,9.44636E-12
SH3BP2,3.37976E-16,-0.57869187,0.105,0.196,9.45319E-12
FOCAD,3.47154E-16,0.360973276,0.537,0.355,9.70989E-12
ZNF69,3.59501E-16,-0.735978915,0.276,0.375,1.00552E-11
Z94721.1,3.67317E-16,-0.449645515,0.05,0.127,1.02739E-11
ECI2,3.68132E-16,-0.453646852,0.059,0.138,1.02967E-11
MOB3B,3.83651E-16,-0.63338113,0.224,0.327,1.07307E-11
ABHD17B,3.83755E-16,-0.458200954,0.062,0.144,1.07336E-11
SLC16A10,4.00478E-16,-0.588423988,0.182,0.284,1.12014E-11
DCAKD,4.25314E-16,0.320247815,0.226,0.104,1.1896E-11
MSR1,4.27483E-16,-0.449648746,0.053,0.13,1.19567E-11
CTPS1,4.49856E-16,0.308113393,0.184,0.075,1.25825E-11
LAMB2,4.97517E-16,-0.473714031,0.058,0.135,1.39156E-11
KATNAL2,5.18551E-16,-0.445495017,0.083,0.173,1.45039E-11
CALCRL,5.25036E-16,0.282233531,0.246,0.116,1.46853E-11
PPP1R12A,5.4668E-16,0.312870326,0.69,0.479,1.52906E-11
MYRIP,5.55355E-16,-0.772930101,0.105,0.198,1.55333E-11
CTSB,5.59911E-16,-0.496552654,0.081,0.167,1.56607E-11
NFE2L2,5.64706E-16,0.275602777,0.605,0.404,1.57948E-11
PISD,5.97963E-16,0.28248461,0.499,0.312,1.6725E-11
HMGN2,6.11994E-16,-0.373070707,0.049,0.125,1.71175E-11
DENND5B,6.15779E-16,-0.613129165,0.474,0.536,1.72233E-11
SLC8A1-AS1,6.28519E-16,0.286859251,0.117,0.032,1.75797E-11
AC004160.1,6.76651E-16,-0.443019861,0.052,0.129,1.89259E-11
ACO1,6.98112E-16,-0.512786515,0.172,0.278,1.95262E-11
PRPF40B,7.13796E-16,0.291691296,0.285,0.149,1.99649E-11
CHPT1,7.23059E-16,-0.591657846,0.175,0.278,2.02239E-11
NEXN,7.39302E-16,0.293406031,0.148,0.05,2.06783E-11
PTGR1,7.46945E-16,-0.586572114,0.215,0.32,2.0892E-11
GRTP1,7.71033E-16,-0.465694445,0.083,0.173,2.15658E-11
RNF121,7.98114E-16,0.307121476,0.303,0.162,2.23232E-11
FOXP1,8.07775E-16,0.350723761,0.839,0.736,2.25935E-11
PCGF3,8.29154E-16,0.253508708,0.276,0.142,2.31914E-11
CACUL1,8.39997E-16,0.302551261,0.393,0.232,2.34947E-11
MFSD6,8.55947E-16,0.262579809,0.18,0.072,2.39408E-11
AC092902.4,8.75378E-16,0.26040074,0.106,0.024,2.44843E-11
AC012404.1,8.9779E-16,0.346004264,0.161,0.062,2.51112E-11
ZNF254,1.01341E-15,0.252188242,0.417,0.248,2.8345E-11
NSMF,1.01886E-15,-0.644889594,0.117,0.207,2.84974E-11
CRYBG1,1.07516E-15,-0.604792081,0.148,0.245,3.00724E-11
RPRD1A,1.09462E-15,0.250631119,0.403,0.239,3.06164E-11
WDFY2,1.10465E-15,-0.612207582,0.229,0.336,3.08972E-11
RHBDF2,1.11091E-15,0.280793424,0.163,0.062,3.10723E-11
TARID,1.12426E-15,0.331444426,0.108,0.026,3.14455E-11
SIPA1L1,1.17131E-15,0.320384828,0.81,0.618,3.27616E-11
CRTC3,1.22164E-15,0.296399518,0.372,0.212,3.41692E-11
UBA6,1.27115E-15,0.308208947,0.436,0.266,3.5554E-11
AHDC1,1.28829E-15,0.319523255,0.191,0.081,3.60335E-11
SRRM2,1.34775E-15,-0.685819708,0.537,0.583,3.76967E-11
SH3TC1,1.37358E-15,-0.469609761,0.063,0.142,3.8419E-11
MEF2C,1.45854E-15,-0.405388115,0.048,0.122,4.07954E-11
HINT1,1.46005E-15,-0.404597302,0.052,0.127,4.08376E-11
SYNJ2,1.49647E-15,0.267801534,0.153,0.054,4.18563E-11
SLC2A2,1.53374E-15,-0.3765845,0.034,0.101,4.28986E-11
ARL15,1.5631E-15,-0.452841919,0.752,0.815,4.37199E-11
NEK7,1.58383E-15,0.281391631,0.59,0.382,4.42999E-11
MLXIP,1.59633E-15,0.250694965,0.372,0.209,4.46495E-11
TAF15,1.61242E-15,0.268146526,0.506,0.322,4.50994E-11
DCTN4,1.65082E-15,0.252733659,0.283,0.145,4.61734E-11
UBAP2,1.69199E-15,0.32973932,0.515,0.339,4.73249E-11
MLLT3,1.77572E-15,0.312386725,0.598,0.408,4.96668E-11
MAK,1.81166E-15,0.350288353,0.159,0.062,5.06723E-11
METTL7A,1.86219E-15,-0.493513558,0.074,0.157,5.20854E-11
IL15RA,1.88929E-15,0.322700911,0.11,0.028,5.28434E-11
MTSS1,1.94893E-15,-0.636271148,0.336,0.428,5.45115E-11
DMKN,1.96891E-15,0.261178571,0.189,0.079,5.50705E-11
INPP4B,1.98674E-15,0.461126298,0.457,0.303,5.55691E-11
AK9,2.0259E-15,-0.633020554,0.197,0.298,5.66646E-11
CAMK1D,2.10987E-15,0.293571111,0.253,0.12,5.90132E-11
SMC5,2.13225E-15,0.259173715,0.527,0.336,5.96389E-11
SORT1,2.18292E-15,0.267262636,0.283,0.146,6.10564E-11
MTURN,2.4179E-15,-0.3949486,0.058,0.136,6.76287E-11
FAM222B,2.48547E-15,0.33905877,0.505,0.332,6.95187E-11
EAF2,2.56244E-15,-0.405248932,0.046,0.117,7.16716E-11
PTPRQ,2.64615E-15,-0.46154738,0.052,0.125,7.40127E-11
FMO4,3.03076E-15,-0.568105712,0.132,0.23,8.47703E-11
PRKAB1,3.16447E-15,-0.427135432,0.058,0.134,8.85101E-11
SAT2,3.23533E-15,-0.437451114,0.055,0.13,9.04921E-11
LENG8,3.30071E-15,-0.577407486,0.225,0.329,9.23209E-11
EXT2,3.44052E-15,0.262677063,0.278,0.144,9.62312E-11
H3F3B,3.50486E-15,-0.41581644,0.08,0.168,9.80309E-11
TLE4,3.53198E-15,0.274558649,0.391,0.23,9.87895E-11
ENTPD5,3.57389E-15,-0.54584483,0.123,0.218,9.99617E-11
SOD2,3.70873E-15,0.715713837,0.483,0.336,1.03733E-10
HNRNPK,3.84155E-15,-0.558143953,0.148,0.243,1.07448E-10
AC092153.1,3.88031E-15,0.360429896,0.117,0.034,1.08532E-10
NR2C2,3.89395E-15,0.280168101,0.353,0.203,1.08914E-10
PBLD,4.07913E-15,-0.484956933,0.13,0.227,1.14093E-10
TRPS1,4.11E-15,-0.441407832,0.644,0.718,1.14957E-10
MAX,4.41424E-15,0.260108519,0.253,0.126,1.23466E-10
ZBTB44,4.66091E-15,0.265995505,0.408,0.247,1.30366E-10
MAGI1,4.75369E-15,-0.338146812,0.828,0.867,1.32961E-10
AC011092.2,5.02264E-15,0.314282045,0.129,0.042,1.40483E-10
NAA15,5.02975E-15,0.271140859,0.404,0.242,1.40682E-10
DPY19L1,5.24488E-15,0.283296828,0.195,0.086,1.46699E-10
WASHC1,5.52297E-15,-0.657251684,0.156,0.248,1.54477E-10
MIB1,5.5366E-15,0.287777833,0.453,0.287,1.54859E-10
HAGH,5.57737E-15,-0.701231919,0.118,0.207,1.55999E-10
PIP5K1A,6.04358E-15,0.311003962,0.554,0.374,1.69039E-10
STXBP6,6.08439E-15,0.322101639,0.196,0.085,1.7018E-10
DIAPH1,6.08673E-15,0.283446775,0.563,0.378,1.70246E-10
PRKACB,6.15536E-15,0.259493358,0.396,0.238,1.72166E-10
CA2,6.19472E-15,-0.329332488,0.053,0.128,1.73266E-10
HDGFL3,6.53159E-15,0.349871931,0.168,0.068,1.82689E-10
FSTL4,6.60422E-15,-0.365983451,0.042,0.112,1.8472E-10
BRD2,7.04019E-15,-0.640210012,0.126,0.214,1.96914E-10
FRMD6,7.04218E-15,0.413558375,0.151,0.056,1.9697E-10
MIPEP,7.07438E-15,0.279927564,0.33,0.188,1.9787E-10
NDUFB1,7.17965E-15,-0.289810253,0.04,0.107,2.00815E-10
LIMD1,7.22356E-15,0.271012524,0.2,0.09,2.02043E-10
RIPK2,7.31149E-15,0.286379755,0.119,0.034,2.04502E-10
NBEA,7.80109E-15,0.329952441,0.777,0.582,2.18196E-10
AC138627.1,7.95476E-15,-0.382877145,0.041,0.109,2.22495E-10
RAB3GAP1,8.43342E-15,0.266192323,0.534,0.352,2.35883E-10
RIC1,8.60059E-15,0.30968734,0.475,0.307,2.40559E-10
DENND6A-AS1,8.631E-15,0.284007429,0.105,0.027,2.41409E-10
SLC38A1,9.20292E-15,0.322611436,0.351,0.21,2.57406E-10
GBF1,9.63495E-15,0.255263782,0.557,0.378,2.69489E-10
AC119674.1,9.69344E-15,-0.474481972,0.045,0.115,2.71125E-10
TNFRSF10B,9.81537E-15,0.262344512,0.378,0.222,2.74536E-10
TRAM2,1.00868E-14,0.254068218,0.118,0.034,2.82127E-10
SETD5,1.08507E-14,0.260256367,0.668,0.469,3.03494E-10
MIR222HG,1.08972E-14,0.297960985,0.209,0.094,3.04795E-10
BMPR1B,1.10745E-14,-0.558712168,0.123,0.214,3.09754E-10
HLCS,1.13177E-14,0.319601465,0.437,0.282,3.16557E-10
RANBP17,1.16155E-14,0.253215225,0.496,0.314,3.24884E-10
BTBD10,1.19653E-14,0.266577191,0.298,0.16,3.34669E-10
PDE7B,1.26154E-14,0.381719304,0.735,0.574,3.52853E-10
PRKCI,1.2896E-14,0.258585044,0.384,0.232,3.60701E-10
CCDC85A,1.37435E-14,0.490444266,0.16,0.064,3.84407E-10
CLCN7,1.37491E-14,-0.49680213,0.065,0.141,3.84562E-10
SETBP1,1.39555E-14,-0.501069278,0.691,0.711,3.90336E-10
TPST1,1.52658E-14,0.310044507,0.489,0.319,4.26984E-10
MARCH1,1.53938E-14,0.303373629,0.16,0.062,4.30565E-10
SGCD,1.5821E-14,-0.689993302,0.101,0.185,4.42514E-10
ITSN2,1.58829E-14,0.34542276,0.639,0.441,4.44246E-10
EPS8L2,1.62967E-14,-0.608205987,0.411,0.485,4.55817E-10
MIR100HG,1.66007E-14,-0.56705878,0.381,0.475,4.64322E-10
ENOX2,1.6966E-14,0.277676458,0.332,0.191,4.74539E-10
PLEKHA5,1.83027E-14,-0.413910252,0.849,0.874,5.11928E-10
PDZK1,1.8904E-14,-0.710844905,0.299,0.386,5.28745E-10
GALNT13,1.89504E-14,0.434566744,0.138,0.049,5.30042E-10
SKIL,2.0208E-14,0.303825005,0.433,0.267,5.65217E-10
SEMA3B,2.09149E-14,-0.573543865,0.1,0.184,5.8499E-10
RBBP8,2.14933E-14,0.25568925,0.56,0.368,6.01166E-10
RNF213,2.1832E-14,0.357083785,0.633,0.445,6.1064E-10
CAT,2.20412E-14,-0.416201399,0.095,0.179,6.16492E-10
CIT,2.22297E-14,-0.457934159,0.055,0.127,6.21765E-10
SDC4,2.26475E-14,0.32718274,0.364,0.216,6.33451E-10
KPNA4,2.2682E-14,0.273979458,0.39,0.229,6.34415E-10
NDUFA13,2.38273E-14,-0.280793004,0.039,0.104,6.6645E-10
RAD9A,2.39536E-14,0.299966047,0.466,0.302,6.69983E-10
TNNI3K,2.41178E-14,-0.530948648,0.062,0.138,6.74575E-10
MINDY2,2.43432E-14,0.270978555,0.413,0.254,6.80881E-10
RREB1,2.69292E-14,-0.588914704,0.464,0.518,7.53211E-10
CDON,2.74923E-14,0.281336502,0.128,0.042,7.68961E-10
AFF2,2.82169E-14,0.349629356,0.236,0.12,7.89228E-10
EPB41L5,2.88134E-14,-0.501200166,0.545,0.599,8.05911E-10
AC083843.3,2.93653E-14,-0.330201169,0.039,0.103,8.21347E-10
RANBP2,2.9376E-14,-0.66886075,0.264,0.346,8.21646E-10
STK3,2.98185E-14,0.275930964,0.776,0.596,8.34024E-10
AC009271.1,3.08502E-14,0.432592217,0.104,0.028,8.6288E-10
NSD2,3.22619E-14,0.254059609,0.406,0.249,9.02365E-10
AGK,3.44059E-14,0.288496087,0.242,0.123,9.62334E-10
AC079142.1,3.54802E-14,0.366168728,0.504,0.349,9.92381E-10
SLC9C1,3.86092E-14,0.352589788,0.194,0.092,1.0799E-09
RFX3,3.86273E-14,0.2523622,0.607,0.418,1.08041E-09
CHCHD6,4.31371E-14,0.262964966,0.151,0.058,1.20654E-09
TMEM72-AS1,4.3299E-14,-0.485339027,0.117,0.209,1.21107E-09
FREM2,4.51591E-14,-0.614340304,0.228,0.322,1.2631E-09
PRDM5,4.53349E-14,0.281780811,0.189,0.085,1.26802E-09
AIG1,4.5889E-14,-0.605305432,0.479,0.535,1.28352E-09
MAOA,4.82482E-14,-0.416365242,0.12,0.217,1.3495E-09
UNC5C,4.85013E-14,-0.384718193,0.048,0.115,1.35658E-09
AQP4-AS1,5.00577E-14,0.455503114,0.303,0.175,1.40011E-09
OLA1,5.02114E-14,0.268105876,0.528,0.352,1.40441E-09
IFT81,5.02192E-14,0.309942122,0.27,0.147,1.40463E-09
AC023424.3,5.26882E-14,0.28185047,0.134,0.048,1.47369E-09
USP10,5.29288E-14,0.260128689,0.342,0.199,1.48042E-09
CCDC57,5.39392E-14,0.272309211,0.479,0.308,1.50868E-09
EXOC6B,6.02013E-14,0.267139335,0.8,0.619,1.68383E-09
AP1S3,6.1282E-14,0.296877982,0.249,0.127,1.71406E-09
SYN2,6.49299E-14,-0.318989258,0.042,0.109,1.81609E-09
NR1H4,6.63073E-14,0.302362454,0.363,0.224,1.85462E-09
NCMAP,7.39593E-14,0.306972264,0.123,0.04,2.06864E-09
EXOC4,7.66203E-14,0.289088295,0.897,0.778,2.14307E-09
SLC3A1,7.93786E-14,-0.720158827,0.366,0.434,2.22022E-09
PRPF4B,7.99148E-14,-0.73705483,0.278,0.355,2.23522E-09
AC116362.1,8.11093E-14,-0.401971573,0.04,0.105,2.26863E-09
LINC00342,8.30692E-14,0.28811508,0.374,0.223,2.32345E-09
TBL1X,8.59883E-14,0.260155926,0.708,0.543,2.40509E-09
IPO7,8.60657E-14,0.265063949,0.321,0.185,2.40726E-09
ZNF529-AS1,9.40679E-14,0.266320169,0.141,0.053,2.63108E-09
EIF1AX,9.49616E-14,-0.626144972,0.152,0.238,2.65607E-09
AGPAT3,9.88813E-14,-0.609178244,0.352,0.431,2.76571E-09
ADRA1B,9.95034E-14,-0.389595571,0.047,0.115,2.78311E-09
TAF1B,1.00936E-13,0.283053506,0.332,0.197,2.82317E-09
ZNF644,1.01554E-13,0.269512815,0.647,0.464,2.84046E-09
BTBD11,1.08228E-13,-0.31686399,0.043,0.11,3.02715E-09
HMGB1,1.08705E-13,-0.608749131,0.483,0.54,3.04048E-09
MAST3,1.10137E-13,-0.438880393,0.049,0.116,3.08053E-09
DYNC2H1,1.15938E-13,0.33711944,0.705,0.531,3.24278E-09
ZNF697,1.16732E-13,-0.366817521,0.057,0.13,3.265E-09
CLIC5,1.27159E-13,-0.497830024,0.078,0.155,3.55663E-09
ACADM,1.3247E-13,-0.485204128,0.15,0.243,3.70519E-09
WDR13,1.3613E-13,-0.600559692,0.154,0.241,3.80756E-09
EIF5,1.36413E-13,-0.591794309,0.121,0.204,3.81547E-09
CBFA2T2,1.44485E-13,0.276919214,0.629,0.453,4.04125E-09
OSBPL6,1.46219E-13,-0.40039557,0.04,0.103,4.08975E-09
ACAD11,1.5103E-13,-0.574044803,0.254,0.349,4.22431E-09
PDE8A,1.6077E-13,-0.517059356,0.634,0.656,4.49675E-09
TWSG1,1.62038E-13,0.255050321,0.238,0.12,4.53221E-09
RTTN,1.78482E-13,-0.660911161,0.242,0.327,4.99214E-09
MICU1,1.82848E-13,0.268933691,0.581,0.403,5.11426E-09
ADCY6,1.95171E-13,0.252665104,0.197,0.093,5.45892E-09
CYP1B1-AS1,2.14544E-13,0.339626247,0.174,0.076,6.0008E-09
LARGE1,2.26112E-13,0.3300909,0.638,0.456,6.32436E-09
CPT1A,2.27424E-13,-0.504181582,0.163,0.254,6.36106E-09
LINC00621,2.33452E-13,0.285402817,0.33,0.194,6.52965E-09
TIMP3,2.42323E-13,1.120620968,0.383,0.263,6.77778E-09
COX6C,2.45535E-13,-0.308915567,0.04,0.103,6.8676E-09
MPP6,2.4737E-13,0.266960753,0.441,0.287,6.91894E-09
BCAS3,2.60484E-13,0.313040404,0.836,0.699,7.28574E-09
DUXAP8,2.65645E-13,0.358373436,0.115,0.037,7.43009E-09
LINC02351,2.78142E-13,0.355899213,0.127,0.045,7.77962E-09
XRN2,2.97054E-13,0.270081742,0.432,0.272,8.30859E-09
CHRM3,2.98434E-13,-0.47192633,0.079,0.156,8.34721E-09
NFX1,3.06109E-13,0.280985748,0.445,0.287,8.56187E-09
GIPC2,3.2068E-13,-0.563164377,0.219,0.311,8.96941E-09
AC018742.1,3.22219E-13,0.312949271,0.108,0.033,9.01247E-09
NTN4,3.44073E-13,0.447348056,0.571,0.399,9.62373E-09
GUCY1A1,3.58281E-13,0.345935212,0.27,0.156,1.00211E-08
DHX32,3.80754E-13,0.263347079,0.284,0.161,1.06497E-08
CMTM7,3.83707E-13,0.256069024,0.207,0.099,1.07323E-08
TENT4B,4.08231E-13,0.312827159,0.366,0.226,1.14182E-08
PPP1R16A,4.44496E-13,-0.5123926,0.097,0.175,1.24326E-08
CSDC2,4.54303E-13,-0.381721531,0.045,0.109,1.27069E-08
EGLN1,5.10755E-13,0.336650581,0.399,0.255,1.42858E-08
DGKG,5.12174E-13,-0.370532839,0.061,0.13,1.43255E-08
LINC01422,5.30386E-13,0.284232041,0.126,0.046,1.48349E-08
NEK6,5.54536E-13,0.296188201,0.244,0.131,1.55104E-08
TNFRSF21,5.71926E-13,-0.5154626,0.204,0.299,1.59968E-08
SLC25A33,5.72858E-13,-0.42911816,0.129,0.218,1.60228E-08
AKAP9,5.83319E-13,-0.556346623,0.681,0.69,1.63154E-08
AXIN1,6.34122E-13,0.261476386,0.161,0.069,1.77364E-08
UTP20,6.69804E-13,0.28863567,0.206,0.103,1.87344E-08
EPHA6,6.75332E-13,0.362763141,0.121,0.043,1.8889E-08
AC011586.2,6.75561E-13,-0.352936354,0.062,0.133,1.88954E-08
FBXW8,6.85268E-13,0.250188757,0.3,0.171,1.91669E-08
ULK3,6.91206E-13,-0.352295245,0.049,0.114,1.9333E-08
NPC1,7.0928E-13,0.289207121,0.335,0.199,1.98386E-08
CCND3,7.11594E-13,0.363612892,0.435,0.288,1.99033E-08
TMEM245,7.94992E-13,-0.644950234,0.377,0.442,2.22359E-08
C3orf52,8.23407E-13,0.275995207,0.172,0.078,2.30307E-08
MAGI3,8.35651E-13,-0.531966298,0.533,0.574,2.33732E-08
ABR,8.43272E-13,0.276188627,0.212,0.104,2.35863E-08
RASSF6,8.71393E-13,0.269764311,0.245,0.132,2.43729E-08
AC008735.2,9.08342E-13,0.269821776,0.113,0.037,2.54063E-08
ITPR1,9.14008E-13,-0.681472071,0.253,0.339,2.55648E-08
TUBGCP3,1.03737E-12,-0.60410374,0.225,0.31,2.90152E-08
SPOCK1,1.04829E-12,0.332098501,0.242,0.132,2.93207E-08
CEACAM1,1.07939E-12,-0.381472235,0.045,0.107,3.01907E-08
ACBD4,1.22085E-12,-0.391808997,0.047,0.11,3.41471E-08
MRPS27,1.25344E-12,0.266289259,0.262,0.146,3.50589E-08
MYO3A,1.26926E-12,0.306399279,0.288,0.166,3.55012E-08
FOXK1,1.28971E-12,0.311262904,0.337,0.204,3.60731E-08
IMPA2,1.35862E-12,-0.515704846,0.149,0.238,3.80007E-08
TGFBR3,1.44633E-12,-0.527278436,0.252,0.339,4.04538E-08
CLASP1,1.47985E-12,0.342072991,0.741,0.596,4.13915E-08
FGD5,1.63341E-12,-0.367720272,0.067,0.139,4.56866E-08
FMO1,1.66362E-12,-0.386872744,0.059,0.128,4.65313E-08
CBL,1.7053E-12,0.26692092,0.278,0.158,4.76973E-08
FAM114A1,1.93797E-12,0.258071533,0.178,0.083,5.42049E-08
VEGFC,1.98675E-12,0.268261999,0.167,0.074,5.55694E-08
MYRFL,1.9878E-12,-0.610404625,0.112,0.193,5.55988E-08
GCNT1,2.09088E-12,0.29106867,0.158,0.07,5.84818E-08
CARMIL1,2.09977E-12,0.275230992,0.661,0.48,5.87306E-08
IGF1R,2.17912E-12,-0.378510619,0.823,0.831,6.095E-08
TADA2A,2.26069E-12,0.283591959,0.208,0.105,6.32316E-08
KL,2.40034E-12,-0.427900461,0.168,0.265,6.71374E-08
DLEU1,2.47899E-12,0.267564509,0.28,0.156,6.93374E-08
HSPA5,2.52866E-12,-0.351067318,0.05,0.114,7.07267E-08
SLC20A1,2.65225E-12,-0.437513478,0.111,0.19,7.41833E-08
NAV2,2.95632E-12,-0.300713296,0.242,0.35,8.26884E-08
SREBF2,3.97324E-12,0.385826794,0.382,0.26,1.11132E-07
GATM,4.62331E-12,-0.566521631,0.156,0.24,1.29314E-07
LIMS1,4.75554E-12,0.35209992,0.558,0.397,1.33012E-07
MRAS,5.02525E-12,0.267079607,0.176,0.083,1.40556E-07
RPL31,5.09817E-12,-0.366454651,0.064,0.131,1.42596E-07
SH3GLB2,5.58499E-12,-0.287410321,0.045,0.104,1.56212E-07
EXOC2,5.6323E-12,0.276905527,0.359,0.226,1.57535E-07
NSMCE2,6.14432E-12,0.293182648,0.723,0.567,1.71857E-07
PIEZO2,6.33664E-12,0.280038368,0.113,0.039,1.77236E-07
EDA,6.4237E-12,-0.567815437,0.202,0.289,1.79671E-07
HSPA12A,6.48436E-12,0.281048198,0.419,0.279,1.81368E-07
STAG1,6.75434E-12,0.271741888,0.839,0.68,1.88919E-07
PDZD8,6.92927E-12,0.258959535,0.487,0.33,1.93812E-07
AC078850.2,7.22801E-12,0.271043142,0.159,0.072,2.02167E-07
PDZK1IP1,8.91602E-12,-0.544456314,0.153,0.233,2.49381E-07
THOC2,9.07346E-12,-0.600816058,0.541,0.557,2.53785E-07
TAOK3,9.14192E-12,-0.510349113,0.341,0.408,2.55699E-07
GANC,9.70123E-12,-0.581280068,0.144,0.226,2.71343E-07
UST,1.03433E-11,0.266684609,0.245,0.136,2.89303E-07
GLI3,1.06393E-11,0.262481566,0.17,0.08,2.97582E-07
FBXL20,1.10785E-11,0.272696325,0.499,0.349,3.09865E-07
MTFR1L,1.20051E-11,-0.280561942,0.048,0.109,3.35781E-07
LRRFIP2,1.41443E-11,0.295367311,0.707,0.541,3.95615E-07
TMEM63A,1.41734E-11,-0.580179579,0.168,0.248,3.9643E-07
CAPN2,1.59325E-11,0.278737997,0.272,0.162,4.45633E-07
RBBP6,1.65713E-11,-0.668347169,0.213,0.287,4.63498E-07
LARP1,1.81553E-11,-0.527353517,0.387,0.447,5.07803E-07
PRPF38B,1.94919E-11,-0.766900619,0.231,0.302,5.45189E-07
TRPM7,2.00071E-11,-0.482203546,0.597,0.657,5.596E-07
AC107223.1,2.01856E-11,0.325134683,0.199,0.104,5.6459E-07
AC073569.2,2.07351E-11,0.362195966,0.198,0.103,5.79962E-07
BAG4,2.12558E-11,-0.410018966,0.055,0.116,5.94526E-07
CSNK2A1,2.33087E-11,0.261247942,0.497,0.351,6.51945E-07
DDX24,2.38859E-11,-0.656704341,0.18,0.255,6.68089E-07
ITPKB,2.44811E-11,-0.356963649,0.052,0.113,6.84737E-07
FZD4,2.51372E-11,-0.453181808,0.073,0.14,7.03087E-07
TPCN2,2.61518E-11,-0.42838518,0.068,0.133,7.31467E-07
MSI2,2.70525E-11,-0.394443698,0.726,0.756,7.56658E-07
HDAC6,2.80439E-11,-0.522733379,0.107,0.179,7.84388E-07
REEP3,3.09771E-11,0.261322096,0.344,0.22,8.6643E-07
SPTBN1,3.42681E-11,0.274510179,0.748,0.57,9.5848E-07
PGPEP1,3.54933E-11,-0.558020957,0.119,0.193,9.92748E-07
FAM102A,3.63049E-11,-0.408120297,0.057,0.118,1.01545E-06
PIGR,3.70142E-11,0.306959079,0.176,0.088,1.03529E-06
CNTN4,3.94643E-11,-0.434450122,0.703,0.707,1.10382E-06
SLC15A2,4.01456E-11,-0.398899338,0.074,0.142,1.12287E-06
TMEM38B,4.03631E-11,-0.407952485,0.075,0.143,1.12895E-06
SETD3,4.35363E-11,-0.533504505,0.298,0.373,1.21771E-06
KLHL32,4.43976E-11,-0.376035215,0.062,0.125,1.2418E-06
TMEM232,4.53039E-11,-0.551304274,0.323,0.401,1.26715E-06
ACSL4,4.72644E-11,0.299903143,0.469,0.329,1.32198E-06
CHCHD3,4.79582E-11,0.280970883,0.625,0.466,1.34139E-06
MAEA,4.86135E-11,-0.457902543,0.097,0.168,1.35972E-06
MTR,5.0366E-11,-0.457527671,0.564,0.609,1.40874E-06
GLG1,5.22495E-11,-0.493253777,0.54,0.573,1.46142E-06
ZMIZ1,5.45335E-11,0.303462643,0.429,0.292,1.5253E-06
ARHGAP10,5.55688E-11,-0.574221346,0.456,0.489,1.55426E-06
DOK6,5.66887E-11,0.301433265,0.38,0.252,1.58558E-06
DMXL2,5.75007E-11,-0.659439537,0.291,0.354,1.6083E-06
AC022146.2,5.77476E-11,0.315385386,0.141,0.064,1.6152E-06
HSPA4L,5.84025E-11,-0.419349364,0.102,0.174,1.63352E-06
BTRC,6.05952E-11,0.254444838,0.515,0.361,1.69485E-06
FAXC,6.22846E-11,0.279195201,0.143,0.063,1.7421E-06
CAPN3,6.41719E-11,-0.508536251,0.117,0.189,1.79489E-06
AKAP1,6.42959E-11,-0.367898355,0.069,0.134,1.79836E-06
NAA35,6.91322E-11,0.254046048,0.38,0.248,1.93363E-06
MPHOSPH8,7.27498E-11,-0.634197351,0.28,0.35,2.03481E-06
WDR6,7.74207E-11,-0.585075175,0.196,0.267,2.16546E-06
ATP6V1A,7.86755E-11,-0.537782452,0.216,0.295,2.20055E-06
TCEA3,8.05402E-11,-0.462015109,0.114,0.188,2.25271E-06
EMX1,8.53046E-11,-0.343828265,0.066,0.13,2.38597E-06
DECR2,8.93675E-11,-0.351942623,0.054,0.113,2.49961E-06
DSCAML1,9.83773E-11,-0.618456511,0.339,0.414,2.75161E-06
KIAA1191,9.97323E-11,-0.389074302,0.08,0.147,2.78951E-06
TMEM67,1.00645E-10,0.259960202,0.277,0.168,2.81505E-06
PAN3,1.00961E-10,0.260098691,0.809,0.678,2.82388E-06
PPM1D,1.01559E-10,0.352025733,0.228,0.13,2.84061E-06
MYO9A,1.05576E-10,-0.386096276,0.804,0.791,2.95296E-06
ZNF98,1.05869E-10,-0.321423325,0.051,0.11,2.96116E-06
ASTN2,1.09946E-10,-0.549898561,0.385,0.449,3.0752E-06
SLC25A3,1.13531E-10,-0.339874478,0.063,0.126,3.17546E-06
SALL1,1.227E-10,-0.293247189,0.045,0.102,3.43192E-06
PPARD,1.23301E-10,0.356818992,0.265,0.158,3.44873E-06
FNIP2,1.26167E-10,-0.425610868,0.469,0.523,3.52889E-06
RBP5,1.28377E-10,-0.451332801,0.102,0.173,3.5907E-06
HDHD3,1.30317E-10,-0.442611232,0.089,0.157,3.64496E-06
WDR91,1.37629E-10,-0.458586468,0.118,0.189,3.84948E-06
RAB40B,1.46784E-10,-0.35526334,0.052,0.11,4.10556E-06
TMEM116,1.60625E-10,-0.359061984,0.083,0.151,4.49269E-06
IFRD1,1.7609E-10,-0.51752978,0.154,0.227,4.92525E-06
AL033504.1,1.99539E-10,-0.498217454,0.267,0.349,5.5811E-06
