,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
SELENBP1,0,-0.788170195,0.018,0.247,0
IL6R,0,-1.231215221,0.187,0.57,0
SLC25A44,0,-0.709106673,0.039,0.272,0
KIRREL1,0,1.585601909,0.41,0.025,0
LINC00970,0,-1.083852254,0.044,0.379,0
ATP1B1,0,-1.12923919,0.41,0.712,0
FMO4,0,-0.924811328,0.163,0.429,0
KLHL20,0,-0.779937066,0.229,0.484,0
RABGAP1L,0,-0.782513474,0.816,0.906,0
RASAL2,0,1.249389977,0.779,0.53,0
CACNA1E,0,-2.104938236,0.031,0.461,0
NPL,0,-1.165432012,0.12,0.439,0
LAMC1,0,1.323466819,0.518,0.203,0
LAMC2,0,0.798259234,0.179,0.003,0
KCNT2,0,2.710015807,0.628,0.04,0
ELF3,0,1.573867268,0.423,0.038,0
ETNK2,0,-0.951103939,0.022,0.312,0
PLEKHA6,0,-1.124342153,0.319,0.673,0
RHEX,0,1.934285009,0.775,0.322,0
PIGR,0,0.926350398,0.305,0.048,0
PFKFB2,0,-1.35755452,0.036,0.442,0
MIR29B2CHG,0,-0.929477916,0.204,0.513,0
HHAT,0,0.832948518,0.245,0.052,0
LPGAT1,0,0.985502817,0.493,0.265,0
ATF3,0,0.968993675,0.234,0.03,0
PTPN14,0,1.348933646,0.685,0.401,0
ESRRG,0,-0.782142262,0.806,0.906,0
TGFB2,0,1.833046458,0.356,0.017,0
LYPLAL1-AS1,0,-0.848973162,0.017,0.196,0
MARC2,0,-1.083020025,0.189,0.509,0
ENAH,0,1.403135008,0.487,0.139,0
DISC1,0,0.862174694,0.261,0.028,0
SIPA1L2,0,0.975979597,0.259,0.042,0
PCNX2,0,0.951822524,0.453,0.217,0
SLC35F3,0,1.636134351,0.321,0.019,0
KMO,0,-0.845002911,0.044,0.221,0
AKT3,0,1.340755952,0.747,0.415,0
KIF26B,0,2.664578128,0.713,0.127,0
OR2G6,0,-0.664762635,0.025,0.195,0
OR2T10,0,-0.574682548,0.023,0.188,0
OR2T11,0,-1.095495086,0.046,0.341,0
SH3YL1,0,-1.171126276,0.31,0.671,0
PXDN,0,0.99329695,0.237,0.007,0
HPCAL1,0,-0.817996421,0.237,0.494,0
GREB1,0,-0.588204755,0.028,0.193,0
SDC1,0,-0.7108455,0.024,0.268,0
KLHL29,0,1.128373133,0.466,0.228,0
KHK,0,-1.285521789,0.022,0.413,0
FOSL2,0,1.474183247,0.515,0.101,0
PPP1CB,0,1.345283588,0.534,0.221,0
AC012593.1,0,1.161646439,0.347,0.112,0
CRIM1,0,1.870080124,0.786,0.47,0
PLEKHH2,0,1.977989353,0.559,0.067,0
DYNC2LI1,0,1.072758633,0.445,0.194,0
RTN4,0,1.133428839,0.646,0.377,0
ANTXR1,0,1.361131578,0.348,0.014,0
ANXA4,0,1.206265442,0.646,0.391,0
SFXN5,0,-1.131814472,0.144,0.486,0
SUCLG1,0,-1.49226337,0.132,0.584,0
CYTOR,0,0.897333539,0.244,0.025,0
AFF3,0,1.261760967,0.404,0.089,0
MAP4K4,0,1.205454177,0.603,0.277,0
FHL2,0,1.108967617,0.285,0.007,0
SULT1C2,0,-0.639885321,0.266,0.55,0
SULT1C4,0,1.098339836,0.304,0.066,0
MIR4435-2HG,0,1.245585816,0.324,0.052,0
PAX8-AS1,0,1.640567466,0.533,0.181,0
SLC35F5,0,0.999118455,0.567,0.333,0
ACTR3,0,1.288814943,0.58,0.254,0
TFCP2L1,0,-1.184785887,0.392,0.733,0
BIN1,0,-0.787099251,0.117,0.342,0
NCKAP5,0,-0.7803477,0.66,0.883,0
ACMSD,0,-1.464071589,0.213,0.693,0
AC007364.1,0,-1.490542309,0.317,0.765,0
KCNJ3,0,-0.793650245,0.23,0.515,0
LINC01876,0,1.101012352,0.253,0.06,0
TANC1,0,0.977210193,0.517,0.283,0
ITGB6,0,1.122501432,0.328,0.036,0
RBMS1,0,0.974273926,0.702,0.502,0
STK39,0,1.020433935,0.432,0.149,0
LRP2,0,-1.170524038,0.736,0.978,0
GPR155,0,-1.186482497,0.105,0.436,0
OSBPL6,0,-0.727564114,0.053,0.238,0
PDE1A,0,1.363630717,0.56,0.311,0
ITGAV,0,2.227324307,0.78,0.369,0
AC017101.1,0,0.748002724,0.174,0.009,0
GULP1,0,1.209962423,0.696,0.451,0
HIBCH,0,-0.791264091,0.503,0.739,0
GLS,0,1.114692526,0.823,0.754,0
HSPD1,0,-0.844606153,0.157,0.401,0
AOX1,0,-0.803105158,0.062,0.295,0
KLF7,0,1.474171061,0.618,0.285,0
IDH1,0,-0.699470885,0.038,0.238,0
PTH2R,0,-0.517736328,0.941,0.993,0
TNS1,0,-0.69479174,0.531,0.792,0
NHEJ1,0,-0.740880809,0.055,0.257,0
SLC23A3,0,-0.64010513,0.017,0.183,0
AGFG1,0,1.038031876,0.549,0.333,0
EFHD1,0,-0.592333928,0.123,0.356,0
D2HGDH,0,-0.900683245,0.242,0.519,0
LMCD1,0,1.558956258,0.358,0.07,0
HRH1,0,1.495072884,0.307,0.013,0
SYN2,0,-0.97222126,0.05,0.313,0
SGO1-AS1,0,-1.468116708,0.315,0.741,0
RBMS3,0,2.833176433,0.861,0.299,0
GOLGA4,0,-1.469354519,0.7,0.95,0
ACAA1,0,-1.055656202,0.053,0.36,0
XYLB,0,-1.458169943,0.162,0.616,0
ULK4,0,-0.984170361,0.576,0.764,0
PTH1R,0,-3.072921538,0.182,0.929,0
SLC26A6,0,-1.049326326,0.015,0.306,0
MST1,0,-0.906860002,0.117,0.377,0
ACY1,0,-1.291555743,0.051,0.42,0
CHDH,0,-1.011155178,0.093,0.401,0
ARHGEF3,0,1.020080633,0.52,0.287,0
FLNB,0,1.428588096,0.597,0.268,0
ABHD6,0,-1.111958722,0.087,0.423,0
FHIT,0,-1.041135504,0.923,0.991,0
ADAMTS9-AS1,0,-0.8362592,0.458,0.761,0
ADAMTS9-AS2,0,1.1957038,0.831,0.609,0
FRMD4B,0,-0.847141632,0.42,0.684,0
MITF,0,1.357232196,0.716,0.478,0
ROBO2,0,3.362878752,0.646,0.079,0
MTRNR2L12,0,-0.542694205,0.003,0.162,0
COL8A1,0,2.374020017,0.556,0.082,0
FILIP1L,0,0.979695709,0.289,0.026,0
ABI3BP,0,1.147366235,0.568,0.344,0
NFKBIZ,0,2.356301318,0.678,0.079,0
CD200,0,0.724109353,0.196,0.025,0
LSAMP,0,2.813776272,0.562,0.098,0
FSTL1,0,0.73360157,0.264,0.037,0
HGD,0,-1.060264837,0.162,0.514,0
GOLGB1,0,-2.049985806,0.441,0.835,0
EAF2,0,-0.706346373,0.071,0.275,0
MYLK,0,1.094560469,0.532,0.292,0
KALRN,0,1.752636272,0.55,0.089,0
ALDH1L1,0,-1.492173484,0.166,0.659,0
KLF15,0,-0.531156339,0.012,0.182,0
AC010210.1,0,-1.066759333,0.139,0.459,0
NUDT16,0,-0.517353841,0.014,0.175,0
ACAD11,0,-1.038449066,0.239,0.583,0
RASA2,0,0.919220827,0.518,0.274,0
TFDP2,0,-0.838855002,0.463,0.706,0
PLOD2,0,1.399612116,0.428,0.124,0
PLSCR1,0,1.479301797,0.506,0.1,0
MME,0,-3.003181395,0.166,0.889,0
TIPARP,0,-0.843560098,0.078,0.307,0
RARRES1,0,0.905398307,0.191,0.014,0
IQCJ-SCHIP1,0,1.383742597,0.578,0.282,0
TNIK,0,1.292624564,0.76,0.481,0
FNDC3B,0,1.392378014,0.882,0.701,0
TNFSF10,0,1.730180016,0.61,0.152,0
NCEH1,0,1.489918882,0.554,0.254,0
TBL1XR1,0,0.987533192,0.758,0.567,0
EHHADH,0,-1.836530265,0.237,0.776,0
DGKG,0,-1.002457711,0.065,0.308,0
KNG1,0,-0.576646843,0.011,0.173,0
ST6GAL1,0,1.287595511,0.436,0.091,0
LPP,0,0.901306594,0.95,0.905,0
CLDN1,0,1.521870155,0.381,0.02,0
ATP13A3,0,1.082270666,0.596,0.348,0
SPON2,0,1.045774812,0.306,0.023,0
FGFR3,0,-0.937646719,0.123,0.43,0
SH3BP2,0,-1.024178031,0.128,0.433,0
AFAP1,0,0.917998739,0.308,0.08,0
SH3TC1,0,-0.809973312,0.064,0.296,0
AC108519.1,0,-1.473177701,0.213,0.636,0
SLC2A9,0,-1.405749838,0.531,0.868,0
HS3ST1,0,1.199296427,0.272,0.005,0
AC005699.1,0,1.520079401,0.359,0.054,0
AC098829.1,0,-1.572708793,0.175,0.434,0
PROM1,0,2.296747967,0.616,0.024,0
SLIT2,0,-0.819685673,0.564,0.801,0
KCNIP4,0,2.72766415,0.624,0.142,0
SEL1L3,0,1.082374383,0.386,0.115,0
APBB2,0,1.094763489,0.735,0.523,0
IGFBP7,0,1.402929011,0.798,0.559,0
SLC4A4,0,-2.68765096,0.438,0.96,0
ADAMTS3,0,0.85305979,0.213,0.027,0
AFM,0,-2.822649163,0.013,0.727,0
LINC02499,0,-1.259151506,0.004,0.339,0
CXCL1,0,0.654948655,0.158,0.001,0
SHROOM3,0,0.996401035,0.794,0.651,0
FRAS1,0,-0.995786756,0.734,0.86,0
ANXA3,0,1.192071492,0.317,0.016,0
GPAT3,0,-1.624809517,0.131,0.507,0
PDLIM5,0,0.954699054,0.773,0.602,0
STPG2,0,-0.807991164,0.31,0.617,0
AC004053.1,0,-2.242064358,0.147,0.679,0
AC096577.1,0,-3.594391124,0.17,0.883,0
EGF,0,-1.929604397,0.026,0.386,0
ENPEP,0,-0.788201345,0.492,0.77,0
ANK2,0,-0.743986495,0.425,0.703,0
PDE5A,0,0.868846867,0.298,0.078,0
LINC02615,0,1.886304775,0.715,0.328,0
JADE1,0,1.372505521,0.658,0.412,0
INPP4B,0,0.755645636,0.408,0.169,0
AC098588.3,0,-3.265679725,0.15,0.914,0
AC079298.3,0,2.303024198,0.275,0.008,0
PALLD,0,1.828763207,0.659,0.218,0
LINC02275,0,-1.113819811,0.047,0.332,0
STOX2,0,2.350808302,0.833,0.222,0
ENPP6,0,-1.418138482,0.021,0.389,0
ACSL1,0,-1.219764298,0.161,0.546,0
KLKB1,0,-1.009438743,0.075,0.351,0
F11-AS1,0,-1.340858441,0.027,0.351,0
LINC01060,0,-1.514805922,0.415,0.806,0
SLC9A3,0,-0.581422741,0.006,0.158,0
AC114291.1,0,-0.822087015,0.003,0.225,0
SLC6A19,0,-1.185205164,0.012,0.363,0
LINC01020,0,-2.158563443,0.041,0.589,0
ADAMTS16,0,1.014928014,0.332,0.117,0
CMBL,0,-1.316266486,0.047,0.435,0
LINC02220,0,-1.135342115,0.047,0.335,0
TRIO,0,1.206379436,0.854,0.653,0
RETREG1,0,1.159472733,0.677,0.443,0
CDH9,0,-1.256360266,0.176,0.596,0
CDH6,0,2.241967682,0.751,0.344,0
PDZD2,0,-3.820324293,0.129,0.949,0
AGXT2,0,-2.631046478,0.092,0.847,0
PRLR,0,-1.738596291,0.09,0.588,0
GDNF-AS1,0,-0.824181735,0.02,0.242,0
OSMR,0,1.230486139,0.408,0.08,0
GHR,0,-1.053123696,0.266,0.617,0
PARP8,0,1.036453894,0.391,0.099,0
MAP3K1,0,1.499630508,0.614,0.271,0
PDE4D,0,0.531017608,0.986,0.991,0
ZSWIM6,0,1.184023162,0.771,0.577,0
MAST4,0,-1.253147625,0.645,0.936,0
IQGAP2,0,-1.314052105,0.236,0.619,0
ZBED3-AS1,0,-1.325971733,0.094,0.426,0
ARSB,0,-1.373347695,0.219,0.561,0
DMGDH,0,-1.045332244,0.226,0.577,0
BHMT2,0,-1.36727393,0.245,0.674,0
BHMT,0,-1.386032569,0.28,0.624,0
CMYA5,0,-1.249155765,0.199,0.524,0
SSBP2,0,1.158298892,0.555,0.224,0
VCAN,0,1.987079305,0.452,0.008,0
FER,0,1.100563007,0.727,0.481,0
SEMA6A,0,1.049888273,0.372,0.116,0
LINC02147,0,-2.139183001,0.045,0.537,0
DMXL1,0,-0.722085717,0.477,0.709,0
TNFAIP8,0,1.46584704,0.409,0.058,0
ZNF608,0,1.121974045,0.573,0.337,0
P4HA2,0,-1.625873563,0.055,0.514,0
SLC22A5,0,-1.301399725,0.185,0.571,0
SLC25A48,0,-1.155384074,0.118,0.459,0
TRPC7-AS1,0,-0.8994533,0.018,0.218,0
EGR1,0,0.906969887,0.293,0.051,0
ANKHD1,0,-0.750021553,0.538,0.764,0
ARHGAP26,0,1.347275916,0.763,0.515,0
KCTD16,0,1.946760257,0.433,0.043,0
PPP2R2B,0,-1.830812466,0.072,0.451,0
ABLIM3,0,-0.856599311,0.099,0.372,0
PPARGC1B,0,-0.688261168,0.02,0.21,0
GPX3,0,-1.927843586,0.188,0.731,0
SLC36A2,0,-2.658221773,0.045,0.715,0
GALNT10,0,0.955983932,0.306,0.092,0
LARP1,0,-0.77284915,0.352,0.618,0
HAVCR1,0,1.341919367,0.326,0.037,0
CYFIP2,0,-1.015709925,0.305,0.663,0
ADRA1B,0,-1.396430106,0.036,0.4,0
AC113414.1,0,-1.734400858,0.123,0.604,0
WWC1,0,1.748259711,0.843,0.579,0
KCNIP1,0,1.955126135,0.373,0.019,0
KIAA1191,0,-0.708302959,0.076,0.302,0
PDLIM7,0,0.735199662,0.229,0.012,0
COL23A1,0,1.211737697,0.302,0.063,0
LINC01622,0,-1.788956704,0.12,0.616,0
GMDS,0,1.158064192,0.661,0.392,0
NQO2,0,-1.512435857,0.069,0.51,0
SLC22A23,0,-1.468586094,0.115,0.532,0
F13A1,0,-1.354447789,0.013,0.242,0
RREB1,0,-0.838922828,0.46,0.681,0
AL139807.1,0,1.336711009,0.332,0.055,0
RNF144B,0,1.539251753,0.424,0.048,0
SOX4,0,1.278611942,0.392,0.049,0
CASC15,0,3.471874347,0.855,0.079,0
DCDC2,0,2.630121462,0.87,0.355,0
RIPOR2,0,0.96741148,0.344,0.091,0
SLC17A1,0,-1.297581409,0.511,0.89,0
SLC17A3,0,-1.411617694,0.119,0.526,0
GABBR1,0,0.803441871,0.243,0.031,0
IP6K3,0,-0.629247491,0.003,0.188,0
FKBP5,0,-3.813194714,0.188,0.863,0
KCNK5,0,-2.229987955,0.093,0.682,0
CCND3,0,1.116518297,0.378,0.146,0
SLC22A7,0,-1.5300659,0.008,0.392,0
VEGFA,0,-0.78961561,0.08,0.369,0
HSP90AB1,0,-0.569375535,0.056,0.257,0
CD2AP,0,0.931468263,0.733,0.543,0
PKHD1,0,0.934796114,0.992,0.993,0
TINAG,0,-1.816857048,0.329,0.814,0
COL12A1,0,1.067444434,0.256,0.016,0
BACH2,0,1.949035554,0.603,0.159,0
EPHA7,0,1.242534818,0.562,0.321,0
MFSD4B,0,-1.459435304,0.527,0.872,0
PTPRK,0,0.886627368,0.871,0.72,0
EPB41L2,0,1.419362735,0.497,0.108,0
AL078590.2,0,-0.832883821,0.016,0.189,0
ALDH8A1,0,-0.652331972,0.061,0.256,0
PDE7B,0,1.188728645,0.662,0.374,0
ADGRG6,0,1.073759611,0.359,0.117,0
LINC01277,0,-1.590561257,0.062,0.479,0
AIG1,0,-0.812302144,0.468,0.724,0
PHACTR2,0,1.001397237,0.514,0.265,0
UTRN,0,1.224305935,0.635,0.288,0
SAMD5,0,-1.05429515,0.379,0.707,0
AL033504.1,0,-0.756900469,0.286,0.551,0
IYD,0,-0.846463797,0.043,0.281,0
MTHFD1L,0,1.365643802,0.479,0.121,0
AKAP12,0,1.936248478,0.566,0.201,0
CNKSR3,0,1.262305575,0.813,0.623,0
PLG,0,-2.838461299,0.014,0.711,0
PDE10A,0,-1.188389699,0.291,0.728,0
LINC01558,0,-0.514315543,0.003,0.146,0
FRMD1,0,-0.710055869,0.021,0.187,0
THBS2,0,0.928397805,0.166,0.003,0
FAM20C,0,-1.135619597,0.267,0.613,0
AC004160.1,0,-0.885652014,0.049,0.248,0
SCIN,0,0.98284167,0.394,0.143,0
AC005062.1,0,1.256625754,0.359,0.064,0
MACC1,0,2.815964166,0.845,0.203,0
ITGB8,0,3.452044532,0.933,0.359,0
RAPGEF5,0,0.811810074,0.228,0.043,0
AC004485.1,0,-1.14607267,0.086,0.406,0
AC003044.1,0,-2.179075713,0.255,0.851,0
JAZF1,0,0.964965478,0.323,0.073,0
CREB5,0,2.839405949,0.801,0.16,0
SUGCT,0,-1.225028768,0.571,0.884,0
HECW1,0,-1.839527899,0.061,0.6,0
AC004870.4,0,-0.832528361,0.039,0.219,0
MLXIPL,0,-1.567663979,0.087,0.575,0
POR,0,-1.937423483,0.153,0.619,0
PCLO,0,-1.278852555,0.424,0.802,0
ABCB1,0,1.424029269,0.515,0.245,0
ZNF804B,0,-1.922426793,0.161,0.684,0
CDK14,0,-0.916363863,0.758,0.914,0
CDK6,0,0.980925252,0.455,0.226,0
PON2,0,0.977209325,0.418,0.152,0
PDK4,0,-1.701710936,0.14,0.686,0
CYP3A5,0,-1.787503355,0.277,0.566,0
AZGP1,0,-0.541487597,0.004,0.144,0
CDHR3,0,-0.927280802,0.316,0.637,0
NAMPT,0,1.733473445,0.436,0.136,0
LINC01510,0,-0.702196021,0.011,0.207,0
MET,0,1.525610597,0.706,0.324,0
AASS,0,-1.65011406,0.247,0.675,0
SLC13A1,0,-1.581102501,0.226,0.803,0
GRM8,0,0.986409684,0.231,0.024,0
CALD1,0,1.098749643,0.776,0.596,0
KIAA1549,0,-1.054300016,0.26,0.609,0
TMEM178B,0,1.864491085,0.694,0.287,0
MGAM,0,-1.036035812,0.031,0.302,0
ZYX,0,0.523600956,0.197,0.025,0
PRKAG2,0,-1.55394325,0.292,0.739,0
WDR60,0,-0.733955525,0.448,0.704,0
DLGAP2,0,-1.095818928,0.01,0.26,0
MSRA,0,-1.946280126,0.357,0.865,0
TUSC3,0,1.099030257,0.376,0.118,0
PSD3,0,2.104503513,0.592,0.083,0
SLC39A14,0,-0.833318635,0.136,0.408,0
BNIP3L,0,-1.355030815,0.207,0.594,0
EPHX2,0,-1.087616266,0.111,0.467,0
CLU,0,1.44590874,0.384,0.071,0
NUGGC,0,-0.719262993,0.005,0.189,0
RBPMS,0,1.189575502,0.911,0.802,0
UNC5D,0,1.333056592,0.458,0.172,0
FGFR1,0,1.140522612,0.303,0.051,0
TACC1,0,-1.148643444,0.481,0.715,0
ST18,0,-1.395838506,0.028,0.354,0
XKR4,0,1.261231716,0.235,0.018,0
FAM110B,0,1.49915072,0.476,0.126,0
AC009879.4,0,-0.609283573,0.051,0.247,0
MSC-AS1,0,1.982427832,0.559,0.039,0
SBSPON,0,1.332533028,0.349,0.021,0
AC083837.1,0,0.963142193,0.377,0.149,0
TPD52,0,-1.049705591,0.265,0.601,0
RALYL,0,-1.212879961,0.537,0.87,0
CALB1,0,-0.728973821,0.024,0.246,0
RIDA,0,-0.736214633,0.052,0.279,0
DPYS,0,-1.479756565,0.246,0.697,0
ZFPM2-AS1,0,2.021054252,0.416,0.039,0
OXR1,0,1.508339722,0.937,0.811,0
AC090579.1,0,1.257206091,0.365,0.108,0
EXT1,0,1.916593233,0.878,0.606,0
SAMD12,0,0.931501095,0.746,0.558,0
TNFRSF11B,0,1.246724841,0.323,0.038,0
DEPTOR,0,-0.692863078,0.261,0.541,0
FER1L6,0,-1.344767962,0.003,0.317,0
PVT1,0,1.444634812,0.344,0.027,0
FAM49B,0,1.174762095,0.609,0.314,0
NDRG1,0,-1.201344954,0.179,0.549,0
ZFAT,0,-1.207775776,0.127,0.496,0
PTK2,0,0.849495413,0.843,0.722,0
PARP10,0,-0.934182866,0.067,0.342,0
GPT,0,-0.836888614,0.011,0.23,0
GLIS3,0,1.420149588,0.935,0.808,0
SPATA6L,0,0.931585477,0.288,0.059,0
GLDC,0,-0.758373408,0.329,0.607,0
BNC2,0,0.8215401,0.91,0.848,0
AL162725.2,0,-1.749901404,0.006,0.465,0
MLLT3,0,1.076242885,0.564,0.318,0
MIR31HG,0,1.548642177,0.371,0.031,0
AL391117.1,0,-1.753559588,0.309,0.823,0
ACO1,0,-1.456649569,0.138,0.569,0
KLF9,0,-0.65964587,0.128,0.358,0
TRPM3,0,-1.394120571,0.622,0.946,0
ZFAND5,0,-1.240714737,0.172,0.547,0
ANXA1,0,1.007724906,0.236,0.028,0
TRPM6,0,-0.58520114,0.017,0.181,0
PCSK5,0,-1.26784113,0.319,0.69,0
GNAQ,0,0.846943665,0.808,0.657,0
PSAT1,0,-0.692417359,0.019,0.218,0
TLE1,0,1.675877899,0.448,0.057,0
FRMD3,0,-1.090659541,0.314,0.656,0
AL358232.2,0,-0.877518312,0.224,0.531,0
FBP1,0,-1.412080303,0.076,0.49,0
AOPEP,0,1.062240095,0.895,0.787,0
PLPPR1,0,-1.796663593,0.151,0.586,0
ALDOB,0,-2.783740869,0.017,0.758,0
TMEM246-AS1,0,-1.281741177,0.045,0.392,0
PTGR1,0,-0.74637908,0.235,0.484,0
UGCG,0,2.193552088,0.775,0.268,0
SUSD1,0,0.819387878,0.283,0.073,0
PTBP3,0,1.109674604,0.645,0.4,0
HDHD3,0,-0.74478401,0.102,0.34,0
TNC,0,2.649720971,0.496,0.019,0
PAPPA,0,2.087180223,0.655,0.179,0
NIBAN2,0,0.949521483,0.232,0.023,0
FAM102A,0,-0.840233788,0.062,0.307,0
ASS1,0,-2.461867359,0.199,0.804,0
DBH-AS1,0,-0.711582759,0.002,0.175,0
SARDH,0,-0.623138725,0.012,0.177,0
RXRA,0,-0.852711878,0.064,0.32,0
SLC34A3,0,-0.760333494,0.001,0.207,0
DIP2C,0,-0.696181425,0.702,0.871,0
PFKP,0,1.19550498,0.357,0.066,0
KLF6,0,1.903571847,0.671,0.281,0
PROSER2,0,1.354343553,0.312,0.021,0
DHTKD1,0,-0.915496172,0.18,0.495,0
CUBN,0,-3.452392726,0.341,0.997,0
NEBL,0,0.782660441,0.52,0.273,0
MYO3A,0,0.849244091,0.19,0.015,0
APBB1IP,0,1.312252793,0.391,0.086,0
ANKRD26,0,-0.886785406,0.344,0.655,0
SVIL,0,1.099202077,0.738,0.527,0
NRP1,0,1.448473978,0.79,0.509,0
PARD3,0,1.021739177,0.96,0.908,0
RASSF4,0,-1.930346784,0.241,0.797,0
OGDHL,0,-0.874377951,0.099,0.39,0
A1CF,0,-0.764953903,0.054,0.29,0
PRKG1,0,1.067920521,0.698,0.403,0
PCDH15,0,-3.146350904,0.022,0.713,0
BICC1,0,1.603629279,0.98,0.919,0
SLC16A9,0,-3.252094726,0.199,0.948,0
RHOBTB1,0,-1.038770407,0.468,0.753,0
HKDC1,0,0.931289263,0.312,0.094,0
MCU,0,1.311254954,0.649,0.322,0
CAMK2G,0,-0.765971527,0.148,0.392,0
VCL,0,2.048270415,0.657,0.189,0
RPS24,0,-0.540540178,0.056,0.247,0
NRG3,0,2.423521465,0.763,0.213,0
SLC16A12,0,-1.142627954,0.566,0.859,0
PANK1,0,-0.80132314,0.055,0.305,0
MYOF,0,1.294005159,0.422,0.072,0
PLCE1,0,0.985227678,0.321,0.107,0
PDLIM1,0,1.210277963,0.331,0.038,0
ABCC2,0,-1.824199982,0.027,0.558,0
SFXN2,0,-1.090234237,0.04,0.362,0
SORCS1,0,-3.092626234,0.116,0.772,0
ATRNL1,0,1.029351376,0.271,0.026,0
GFRA1,0,1.144341688,0.231,0.008,0
BAG3,0,-0.682190456,0.031,0.233,0
TACC2,0,-0.813280068,0.29,0.558,0
DOCK1,0,0.865148821,0.741,0.571,0
PTPRE,0,0.915816759,0.246,0.03,0
ECHS1,0,-0.671504034,0.055,0.259,0
PGGHG,0,1.267154534,0.364,0.046,0
CDHR5,0,-0.935296676,0.035,0.305,0
KCNQ1OT1,0,-1.746113251,0.521,0.919,0
ST5,0,0.869263688,0.275,0.055,0
GALNT18,0,-0.883122529,0.309,0.572,0
PDE3B,0,-1.007249472,0.154,0.385,0
NELL1,0,-0.895305687,0.059,0.346,0
SLC5A12,0,-4.010716614,0.075,0.951,0
BBOX1,0,-1.228297123,0.284,0.598,0
TSPAN18,0,1.047620533,0.423,0.16,0
GLYAT,0,-1.306782605,0.395,0.767,0
GLYATL1,0,-0.953486684,0.05,0.301,0
SLC22A6,0,-2.826150035,0.022,0.792,0
SLC22A8,0,-1.509483618,0.034,0.466,0
MACROD1,0,-0.809788326,0.099,0.347,0
SLC22A11,0,-1.070465831,0.062,0.401,0
SLC22A12,0,-1.164853426,0.018,0.35,0
NEAT1,0,-0.735542802,0.918,0.988,0
C11orf80,0,1.282350257,0.481,0.163,0
PC,0,-1.217201894,0.035,0.39,0
FCHSD2,0,1.219689849,0.642,0.313,0
POLD3,0,-0.866116961,0.105,0.357,0
TSKU,0,-0.749675657,0.011,0.197,0
MYO7A,0,-0.646151533,0.004,0.17,0
SYTL2,0,1.506613318,0.604,0.293,0
PICALM,0,1.03201102,0.865,0.727,0
FAT3,0,1.313344624,0.25,0.007,0
C11orf54,0,-0.722232899,0.302,0.569,0
MAML2,0,1.032418365,0.917,0.834,0
MMP7,0,1.32157265,0.349,0.014,0
AP003049.2,0,-1.318115452,0.002,0.228,0
IL18,0,1.169813877,0.345,0.071,0
ZBTB16,0,-1.565550481,0.49,0.867,0
SMIM35,0,-1.065160224,0.003,0.22,0
PHLDB1,0,0.809225011,0.378,0.143,0
PDZD3,0,-1.075061099,0.041,0.352,0
USP2,0,-1.203814906,0.035,0.437,0
MIR100HG,0,-1.234857214,0.418,0.748,0
UBASH3B,0,1.314085234,0.255,0.014,0
GRAMD1B,0,-3.705791653,0.011,0.87,0
ETS1,0,0.950011486,0.302,0.07,0
IQSEC3,0,-0.751649906,0.01,0.199,0
SLC6A12,0,-1.166930865,0.044,0.345,0
SLC6A13,0,-2.467561891,0.1,0.792,0
