,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
TSPAN9,0,-0.856837756,0.385,0.673,0
PTPRO,0,1.446651744,0.395,0.115,0
PLEKHA5,0,-0.645261497,0.869,0.963,0
LDHB,0,-0.753687756,0.127,0.388,0
RASSF8-AS1,0,-0.909536573,0.081,0.363,0
ITPR2,0,-0.758323768,0.69,0.863,0
TM7SF3,0,-0.963148973,0.307,0.606,0
PPFIBP1,0,2.255151136,0.901,0.548,0
DENND5B,0,-0.767872496,0.486,0.712,0
BICD1,0,1.611540817,0.55,0.207,0
FGD4,0,-0.68674643,0.742,0.863,0
PRICKLE1,0,2.79225278,0.701,0.117,0
SLC38A1,0,0.790786974,0.278,0.07,0
AC008014.1,0,-1.105770312,0.528,0.817,0
HDAC7,0,0.916836747,0.271,0.026,0
VDR,0,-0.892871135,0.081,0.336,0
GPD1,0,-0.713804753,0.011,0.215,0
LARP4,0,-0.859921485,0.378,0.671,0
KRT7,0,0.738996406,0.214,0.017,0
SLC39A5,0,-0.971524817,0.016,0.305,0
RBMS2,0,1.026021807,0.38,0.113,0
MSRB3,0,0.928533222,0.24,0.026,0
GRIP1,0,1.657816435,0.692,0.277,0
AC128707.1,0,-0.74828813,0.006,0.189,0
AC027288.3,0,-2.27012258,0.185,0.797,0
PAWR,0,1.243204853,0.677,0.432,0
OTOGL,0,-1.039368729,0.023,0.286,0
KITLG,0,1.31107681,0.422,0.114,0
SOCS2-AS1,0,-0.687152567,0.035,0.229,0
NTN4,0,1.543640495,0.608,0.306,0
CHPT1,0,-0.724008562,0.172,0.425,0
PAH,0,-2.313539343,0.191,0.848,0
NT5DC3,0,1.371006116,0.331,0.051,0
C12orf75,0,1.079770003,0.463,0.207,0
CORO1C,0,1.084797069,0.396,0.144,0
ACACB,0,-1.343126112,0.22,0.661,0
TRPV4,0,-0.896400918,0.135,0.428,0
TPCN1,0,-1.624120294,0.325,0.785,0
MED13L,0,0.921126709,0.877,0.761,0
FBXO21,0,-1.546652801,0.187,0.658,0
HNF1A-AS1,0,-0.838159585,0.426,0.753,0
HNF1A,0,-0.695743739,0.038,0.244,0
HPD,0,-1.479017987,0.009,0.46,0
CRYL1,0,-1.792451931,0.262,0.781,0
FRY,0,1.104789341,0.438,0.139,0
N4BP2L2,0,-0.690631597,0.703,0.863,0
KL,0,-0.673822349,0.167,0.42,0
LINC02334,0,-1.128397189,0.041,0.331,0
LHFPL6,0,1.277937546,0.396,0.08,0
DGKH,0,1.288071236,0.76,0.454,0
SMIM2-AS1,0,-2.319333735,0.12,0.776,0
LINC02336,0,-1.352383414,0.014,0.257,0
GPC6,0,1.008114896,0.86,0.79,0
CLDN10,0,-0.895509476,0.364,0.682,0
COL4A1,0,1.528257474,0.581,0.269,0
TUBGCP3,0,-1.100135091,0.199,0.484,0
MCF2L,0,-1.004863418,0.397,0.74,0
AC244502.1,0,-1.45208456,0.007,0.331,0
SLC7A7,0,-1.809464005,0.085,0.59,0
SLC7A8,0,-1.690485044,0.064,0.497,0
RNF212B,0,-3.315617261,0.041,0.647,0
PCK2,0,-0.809216989,0.016,0.255,0
AL110292.1,0,-2.541040134,0.109,0.765,0
PRKD1,0,1.074695607,0.739,0.471,0
NPAS3,0,1.631975985,0.583,0.178,0
MIA2,0,-0.717023021,0.632,0.844,0
LINC00871,0,-2.141371894,0.174,0.771,0
SAMD4A,0,2.455509262,0.838,0.384,0
HIF1A,0,1.633022813,0.681,0.355,0
HIF1A-AS3,0,0.877802318,0.21,0.021,0
SYNE2,0,-1.306342146,0.908,0.989,0
GPHN,0,-1.48913538,0.85,0.981,0
RAD51B,0,1.038729401,0.719,0.506,0
ZFP36L1,0,1.797770786,0.706,0.286,0
ACTN1,0,1.908839902,0.522,0.062,0
RGS6,0,-0.4560022,0.011,0.158,0
DPF3,0,-1.066149697,0.049,0.34,0
ENTPD5,0,-0.843912596,0.123,0.415,0
ALDH6A1,0,-1.152690374,0.047,0.398,0
LIN52,0,-1.870893128,0.189,0.687,0
CALM1,0,-1.624425981,0.104,0.559,0
LGMN,0,-0.780502765,0.039,0.237,0
HSP90AA1,0,-1.119683021,0.155,0.516,0
AMN,0,-1.187711992,0.136,0.507,0
TNFAIP2,0,1.280990487,0.418,0.114,0
GPR132,0,0.916782246,0.178,0.002,0
SNHG14,0,-1.056719254,0.707,0.885,0
FAM189A1,0,1.410349079,0.594,0.268,0
TJP1,0,0.995885418,0.617,0.401,0
KLF13,0,-0.870885416,0.141,0.387,0
SLC12A6,0,-1.410495818,0.225,0.657,0
DPH6-DT,0,-0.730640478,0.194,0.456,0
THBS1,0,1.609996247,0.415,0.081,0
GANC,0,-0.931247682,0.156,0.435,0
CAPN3,0,-0.82437348,0.117,0.371,0
SORD,0,-1.138015654,0.034,0.365,0
SLC12A1,0,-1.64264075,0.066,0.276,0
ATP8B4,0,-1.737975607,0.088,0.545,0
SLC27A2,0,-1.755920207,0.094,0.543,0
WDR72,0,-1.781440558,0.667,0.944,0
CGNL1,0,-1.303120249,0.515,0.83,0
ADAM10,0,1.040132587,0.649,0.413,0
MYO1E,0,1.431626925,0.652,0.306,0
ANXA2,0,1.041515473,0.379,0.094,0
TPM1,0,3.701925918,0.89,0.263,0
AC087482.1,0,-1.693538441,0.033,0.52,0
GLCE,0,-0.727363887,0.142,0.386,0
AC026992.2,0,-0.549557854,0.008,0.154,0
DRAIC,0,-1.533053274,0.019,0.395,0
UACA,0,0.923187512,0.633,0.415,0
LRRC49,0,0.79236951,0.221,0.041,0
STRA6,0,-0.547365813,0.002,0.145,0
CTSH,0,-1.658805407,0.064,0.531,0
ARNT2,0,1.20745579,0.366,0.073,0
ADAMTSL3,0,1.185284477,0.346,0.062,0
SLC28A1,0,-1.144508391,0.278,0.688,0
ANPEP,0,-0.923568919,0.33,0.648,0
IQGAP1,0,0.978102392,0.511,0.267,0
SLCO3A1,0,1.423639664,0.405,0.043,0
MCTP2,0,1.013059901,0.412,0.152,0
AC087762.1,0,-2.030262293,0.093,0.673,0
RAB11FIP3,0,-2.16466819,0.568,0.968,0
MCRIP2,0,-0.753559758,0.031,0.272,0
CLCN7,0,-0.71111631,0.074,0.276,0
HAGH,0,-1.062678361,0.121,0.447,0
SRRM2,0,-1.058156697,0.538,0.808,0
ABAT,0,-0.897180874,0.119,0.399,0
SNX29,0,-0.645409964,0.811,0.936,0
ABCC1,0,0.972375902,0.315,0.086,0
ABCC6,0,-0.779592995,0.149,0.406,0
UMOD,0,-1.121615393,0.014,0.177,0
ACSM2A,0,-1.656613453,0.778,0.995,0
ACSM2B,0,-2.467493952,0.493,0.987,0
ACSM3,0,2.566041111,0.524,0.158,0
ANKS4B,0,-0.550042393,0.007,0.162,0
TNRC6A,0,-0.727169594,0.776,0.896,0
SLC5A11,0,-1.091307036,0.005,0.245,0
SLC5A2,0,-1.286410174,0.061,0.439,0
GPT2,0,-1.15368045,0.033,0.367,0
AC025810.1,0,-1.036840685,0.045,0.259,0
CES3,0,-0.980366826,0.013,0.298,0
NFATC3,0,-0.820252142,0.289,0.552,0
AC009060.1,0,-1.829263696,0.093,0.61,0
CLEC18C,0,-0.643457998,0.01,0.187,0
NPIPB15,0,-0.629827945,0.015,0.19,0
AC009053.3,0,-0.945135147,0.052,0.335,0
GLG1,0,-0.79711,0.501,0.727,0
MAF,0,-1.251658771,0.15,0.49,0
CRISPLD2,0,1.301850695,0.267,0.015,0
GSE1,0,-0.916916503,0.238,0.503,0
RPL13,0,-0.623608698,0.092,0.339,0
DPEP1,0,-1.921109117,0.086,0.653,0
NXN,0,1.606384068,0.39,0.043,0
SLC43A2,0,-1.789196978,0.109,0.593,0
SERPINF2,0,-1.095262384,0.034,0.366,0
CLUH,0,-0.999680748,0.117,0.435,0
RAP1GAP2,0,1.577443631,0.431,0.063,0
ASPA,0,-1.342679072,0.099,0.49,0
TRPV1,0,-0.860761705,0.106,0.385,0
SAT2,0,-1.16265092,0.06,0.408,0
CCDC144A,0,-1.121650785,0.084,0.369,0
PEMT,0,-1.002851703,0.066,0.329,0
SHMT1,0,-0.816396857,0.245,0.526,0
SLC5A10,0,-1.638061314,0.057,0.509,0
ALDH3A2,0,-1.014816127,0.147,0.44,0
AC005726.1,0,-1.104939729,0.045,0.348,0
SLC13A2,0,-0.582699843,0.007,0.151,0
SPAG5,0,-0.650169615,0.006,0.165,0
SSH2,0,0.873974282,0.782,0.631,0
MYO1D,0,1.544466035,0.588,0.168,0
CCL2,0,0.434408208,0.15,0.003,0
LINC00671,0,-1.575728488,0.166,0.707,0
TMEM106A,0,-0.820388325,0.069,0.306,0
MAPT,0,-1.401471264,0.069,0.443,0
ITGB3,0,1.459042108,0.351,0.03,0
EFCAB13,0,1.351907707,0.429,0.167,0
SCRN2,0,-0.779343946,0.05,0.281,0
NFE2L1,0,-0.728416345,0.107,0.328,0
ITGA3,0,1.746573671,0.473,0.07,0
PDK2,0,-0.893210694,0.031,0.302,0
ACSF2,0,-2.158532913,0.176,0.799,0
ABCC3,0,1.567422581,0.455,0.114,0
PCTP,0,-0.76704682,0.061,0.276,0
VMP1,0,1.811598003,0.842,0.627,0
TANC2,0,1.007713356,0.542,0.291,0
ACE,0,-0.773425065,0.007,0.228,0
KCNH6,0,-1.457915643,0.006,0.407,0
SNHG25,0,-0.663658815,0.072,0.303,0
DDX5,0,-1.039324746,0.318,0.646,0
CEP112,0,1.211858427,0.642,0.347,0
SOX9,0,0.787473666,0.219,0.009,0
AFMID,0,-1.516570153,0.129,0.588,0
BAIAP2,0,-1.650308854,0.078,0.535,0
SLC25A10,0,-0.681368859,0.016,0.209,0
DCXR,0,-0.653430912,0.001,0.198,0
FN3K,0,-1.217462937,0.054,0.417,0
DLGAP1,0,3.918789632,0.848,0.09,0
EPB41L3,0,-1.51664895,0.411,0.853,0
L3MBTL4,0,-0.766294514,0.729,0.912,0
LDLRAD4,0,1.278551292,0.677,0.359,0
TTC39C,0,0.698796326,0.219,0.039,0
OSBPL1A,0,-0.750819457,0.271,0.535,0
CHST9,0,1.248996085,0.294,0.027,0
DTNA,0,1.723940111,0.482,0.063,0
FHOD3,0,1.23434741,0.83,0.7,0
SETBP1,0,-0.721225709,0.669,0.83,0
MRO,0,-0.561032478,0.005,0.152,0
AC006305.1,0,-0.957429985,0.014,0.229,0
ATP8B1,0,0.883340297,0.294,0.078,0
NEDD4L,0,-0.674049661,0.714,0.859,0
ALPK2,0,1.212265763,0.526,0.223,0
AC113137.1,0,-0.750468935,0.003,0.159,0
AC105094.2,0,-1.993424848,0.017,0.426,0
RNF152,0,-3.050446457,0.207,0.896,0
BCL2,0,1.285087317,0.858,0.676,0
RTTN,0,-1.425360938,0.216,0.611,0
CYB5A,0,-0.961069316,0.2,0.523,0
SLC66A2,0,-2.004040943,0.087,0.601,0
FSTL3,0,0.672533691,0.223,0.037,0
CIRBP,0,-0.825775698,0.219,0.497,0
PLIN5,0,-0.904999282,0.104,0.415,0
SAFB2,0,-1.29289122,0.199,0.606,0
FUT6,0,-1.30674109,0.048,0.446,0
C3,0,1.147117322,0.276,0.006,0
INSR,0,-1.154252196,0.589,0.879,0
ZNF69,0,-0.832695956,0.259,0.536,0
ZSWIM4,0,1.063054668,0.274,0.025,0
CYP4F3,0,-1.371720027,0.025,0.451,0
TPM4,0,1.442264429,0.423,0.038,0
PGPEP1,0,-0.837973225,0.124,0.359,0
SLC25A42,0,-1.555990321,0.09,0.567,0
AC008554.1,0,-1.010503478,0.357,0.639,0
SLC7A9,0,-0.799536875,0.05,0.282,0
PEPD,0,-1.432798742,0.114,0.559,0
HPN,0,-1.393081427,0.402,0.827,0
PRODH2,0,-2.660946957,0.043,0.78,0
ACTN4,0,1.317157145,0.777,0.576,0
CYP2B6,0,-0.564839747,0.006,0.153,0
RELB,0,0.699295204,0.201,0.027,0
AC026803.3,0,-0.777045766,0.03,0.255,0
HSD17B14,0,-0.959397749,0.057,0.331,0
NAPSA,0,-0.626976783,0.034,0.214,0
ZNF83,0,1.109436897,0.686,0.421,0
PLCB1,0,1.134274292,0.583,0.331,0
PLCB4,0,1.378125579,0.404,0.132,0
PPP1R16B,0,-1.715416964,0.082,0.552,0
ZHX3,0,-1.43621953,0.353,0.776,0
LPIN3,0,-0.680581944,0.121,0.347,0
SGK2,0,-1.142963758,0.087,0.47,0
HNF4A,0,-1.707057157,0.074,0.596,0
HNF4A-AS1,0,-2.028405095,0.006,0.536,0
WFDC2,0,0.550620322,0.187,0.02,0
SLC13A3,0,-3.722292035,0.11,0.951,0
EYA2,0,-1.178438298,0.16,0.545,0
TSHZ2,0,1.716755475,0.337,0.039,0
PCK1,0,-1.990489776,0.02,0.588,0
PMEPA1,0,1.400670546,0.284,0.022,0
NKAIN4,0,1.046597862,0.308,0.06,0
CHRNA4,0,-0.547891731,0.002,0.14,0
AJ009632.2,0,-0.676287927,0.014,0.184,0
APP,0,1.492680114,0.799,0.504,0
ADAMTS1,0,0.666909009,0.201,0.024,0
HUNK,0,0.834727346,0.258,0.061,0
IFNAR2,0,0.999898423,0.342,0.089,0
KCNJ15,0,-1.064701144,0.532,0.776,0
AGPAT3,0,-1.015463081,0.309,0.616,0
PFKL,0,-0.785889424,0.083,0.325,0
FTCD,0,-1.138552821,0.383,0.811,0
DRICH1,0,-0.599332562,0.022,0.182,0
ADORA2A-AS1,0,-0.934716627,0.046,0.333,0
UPB1,0,-1.750240651,0.017,0.504,0
TTC28,0,0.919333351,0.89,0.786,0
MYH9,0,1.311887102,0.561,0.293,0
BAIAP2L2,0,-0.688722428,0.086,0.312,0
MRTFA,0,0.981909331,0.616,0.39,0
TOB2,0,-0.874251003,0.074,0.338,0
CSDC2,0,-0.65994593,0.045,0.233,0
PNPLA3,0,-1.114646218,0.011,0.316,0
PRR5,0,-1.011687592,0.085,0.384,0
PPARA,0,-1.948490512,0.323,0.837,0
TTC38,0,-1.175246565,0.125,0.503,0
CERK,0,-0.701400637,0.05,0.258,0
SELENOO,0,-1.061759056,0.119,0.451,0
MIOX,0,-3.053308424,0.073,0.807,0
NLGN4X,0,0.818848713,0.183,0.011,0
STS,0,0.88722889,0.295,0.087,0
MID1,0,1.160949879,0.397,0.128,0
SAT1,0,-0.956798832,0.174,0.577,0
CASK,0,1.04835917,0.56,0.318,0
Z93403.1,0,-1.583825989,0.273,0.739,0
RGN,0,-1.146061785,0.135,0.498,0
HDAC6,0,-0.824246072,0.113,0.348,0
CLCN5,0,-0.628214719,0.231,0.511,0
TSPYL2,0,-0.63514925,0.011,0.199,0
EDA,0,-0.959952761,0.235,0.506,0
XIST,0,1.346489508,0.835,0.253,0
TBC1D8B,0,-1.168615733,0.067,0.379,0
TSC22D3,0,-0.745063061,0.025,0.292,0
DOCK11,0,1.672014499,0.514,0.134,0
TENM1,0,-1.039390514,0.273,0.608,0
XPNPEP2,0,-1.240293924,0.008,0.327,0
ZNF75D,0,-0.860072941,0.144,0.395,0
FHL1,0,0.872490415,0.242,0.02,0
MAMLD1,0,0.90793827,0.199,0.023,0
TTTY14,0,-1.610635269,0.175,0.589,0
MT-ND6,0,-0.635500638,0.011,0.193,0
RNF186,0,-0.491729693,0.001,0.143,0
ID2,0,-1.038837864,0.081,0.358,0
AC063919.1,0,-0.557132592,0.005,0.147,0
SLC34A1,0,-2.046041459,0.012,0.544,0
GSTA1,0,-0.680526214,0.004,0.173,0
SGK1,0,-0.590896313,0.033,0.238,0
SNTG1,0,-0.829415573,0.014,0.224,0
AC073174.1,0,-0.930370038,0.003,0.195,0
TPT1,0,-0.607958012,0.046,0.281,0
PROZ,0,-0.46031387,0.004,0.141,0
NFKBIA,0,-0.551260818,0.036,0.214,0
G6PC,0,-1.752222125,0.004,0.454,0
AL117382.1,0,-0.810159112,0.002,0.212,0
RPL10,0,-0.52618729,0.015,0.186,0
ZFY,0,-0.444153675,0.009,0.161,0
TTTY10,0,-0.495839865,0.013,0.168,0
FABP1,0,-0.772245127,0.001,0.223,0
AC021594.2,0,-1.618628711,0,0.283,0
FTH1,0,-0.721275788,0.009,0.264,0
GAPDH,0,-0.477438067,0.021,0.195,0
APOE,0,-0.856962073,0,0.311,0
FTL,0,-1.758795281,0.001,0.513,0
RPS4Y1,0,-0.953390861,0.014,0.317,0
LINC00278,0,-2.210541128,0.051,0.606,0
USP9Y,0,-1.461664531,0.038,0.506,0
UTY,0,-1.429330179,0.055,0.544,0
NLGN4Y,0,-0.609336676,0.036,0.272,0
KDM5D,0,-0.446506552,0.009,0.173,0
MT-ND5,0,-0.693243742,0.001,0.215,0
RPS27,0,-0.437836496,0.006,0.158,0
RPS15,0,-0.408959579,0.001,0.143,0
MT-CO1,0,-1.133137129,0.012,0.227,0
MAST3,4.9249E-308,-0.668348777,0.064,0.258,1.3775E-303
PSAP,8.2232E-308,-0.511965636,0.093,0.306,2.3E-303
DEPDC7,9.6277E-308,-0.581461345,0.016,0.167,2.6929E-303
AC113386.1,1.6683E-307,0.840208067,0.174,0.016,4.6661E-303
F11,1.0175E-306,-0.490652417,0.013,0.16,2.8459E-302
KCNQ3,2.3839E-306,1.231611888,0.328,0.115,6.6676E-302
EVA1C,2.484E-306,1.083769023,0.367,0.154,6.9477E-302
FIGN,3.5179E-306,0.966215501,0.568,0.363,9.8397E-302
RORC,7.9408E-306,-0.507188272,0.019,0.173,2.221E-301
SLC3A2,1.3175E-305,-0.666755522,0.067,0.255,3.685E-301
ARSF,1.4176E-305,-0.684988001,0.006,0.142,3.9651E-301
LIME1,1.9156E-305,-0.607574858,0.032,0.198,5.3578E-301
AC104041.1,2.0473E-305,1.071751491,0.176,0.018,5.7264E-301
AC004540.1,2.8347E-303,0.74252792,0.232,0.049,7.9285E-299
LINC01117,7.0386E-303,1.029456986,0.285,0.09,1.9687E-298
GBP1,1.3006E-302,0.641020961,0.169,0.014,3.6379E-298
AL121827.2,2.452E-302,0.632993492,0.14,0.002,6.8583E-298
IGSF11,5.7364E-302,-0.737883231,0.155,0.39,1.6045E-297
AP005230.1,1.9733E-301,-0.710879998,0.012,0.155,5.5193E-297
TRPC1,2.1158E-301,0.861038631,0.347,0.135,5.9178E-297
FAM171A1,2.3422E-301,0.866984399,0.337,0.126,6.551E-297
DDC,5.3201E-301,-0.557768449,0.013,0.159,1.488E-296
ARHGEF38,6.1548E-301,0.801236824,0.304,0.096,1.7215E-296
LTBP3,2.7187E-300,0.774828811,0.334,0.119,7.6041E-296
GAB2,7.1456E-300,0.868766069,0.377,0.157,1.9986E-295
CAMK2N1,9.4608E-300,-0.63988709,0.111,0.322,2.6462E-295
LPAR1,2.5574E-299,0.658245203,0.178,0.019,7.1529E-295
TFPI2,5.413E-299,0.642251066,0.143,0.003,1.514E-294
ADAM12,3.7138E-298,0.757381858,0.163,0.013,1.0388E-293
TPST1,7.2726E-298,0.897160214,0.421,0.2,2.0341E-293
COL19A1,1.432E-297,-0.661406386,0.035,0.203,4.0054E-293
SLC16A10,1.6147E-297,-0.692404529,0.228,0.469,4.5164E-293
PLIN2,2.2564E-297,-0.451082948,0.002,0.13,6.3113E-293
FLNA,5.1444E-297,0.588593004,0.203,0.033,1.4389E-292
LRRC75B,6.3954E-297,-0.60959395,0.059,0.245,1.7888E-292
CARMIL1,7.3205E-297,0.911449393,0.601,0.413,2.0475E-292
AC097518.2,1.0979E-296,1.104298431,0.156,0.009,3.0709E-292
SHANK3,9.6221E-296,-0.613601862,0.036,0.2,2.6913E-291
RPL11,1.6307E-295,-0.405421211,0.013,0.157,4.5612E-291
ACOX2,1.1063E-294,-0.584497948,0.026,0.183,3.0942E-290
KYNU,2.7711E-294,-0.796334279,0.112,0.311,7.7507E-290
MAN1C1,1.943E-293,-0.9840268,0.076,0.264,5.4347E-289
TP53BP2,2.0933E-293,0.958133891,0.309,0.109,5.8551E-289
CLEC18A,3.8151E-293,-0.462287221,0.005,0.136,1.0671E-288
FUT8,9.7135E-293,0.901168093,0.53,0.311,2.7169E-288
MUC20,1.1788E-292,-0.707961153,0.121,0.335,3.2972E-288
LINC01255,1.3964E-292,-0.607638968,0.001,0.125,3.9057E-288
MAP2,8.1296E-292,0.691361951,0.214,0.04,2.2739E-287
LINC01428,1.0176E-291,-0.703089759,0.079,0.281,2.8462E-287
ZEB2,1.2661E-291,0.819052673,0.543,0.292,3.5412E-287
LIMA1,3.8531E-291,0.820174394,0.442,0.215,1.0777E-286
ITIH4,8.7267E-291,-0.604733778,0.019,0.166,2.4409E-286
GPD2,1.6625E-290,0.832971127,0.33,0.125,4.6501E-286
GAK,2.6788E-290,-0.746526876,0.229,0.457,7.4927E-286
CHD9,3.2584E-290,-0.579469112,0.753,0.884,9.1139E-286
Z94721.1,6.6497E-290,-0.645296536,0.059,0.243,1.8599E-285
SNX8,1.0528E-289,-0.673133705,0.102,0.308,2.9446E-285
HERPUD1,3.8642E-289,-0.497076601,0.03,0.186,1.0808E-284
MFSD12,5.4918E-289,-0.666227137,0.086,0.279,1.5361E-284
SLC12A3,1.0927E-288,-0.929627087,0.014,0.154,3.0562E-284
ACADVL,1.7029E-288,-0.694433263,0.189,0.414,4.7629E-284
AC098828.2,2.9554E-288,-0.572230169,0.006,0.135,8.2662E-284
SEMA6C,3.1736E-288,-0.612826202,0.042,0.21,8.8767E-284
SRGAP1,3.5639E-288,0.849799095,0.555,0.34,9.9682E-284
SLC2A11,6.2131E-288,-0.640684556,0.103,0.312,1.7378E-283
SYT16,8.5367E-288,0.590308865,0.14,0.004,2.3877E-283
BOD1L1,1.4913E-287,-0.883368074,0.322,0.555,4.1713E-283
TES,2.3004E-287,0.618774273,0.222,0.046,6.4343E-283
TUBB4B,1.3483E-286,-0.398420164,0.006,0.135,3.7713E-282
PRPF4B,1.6042E-286,-0.739390598,0.267,0.506,4.4869E-282
RPL35,2.407E-286,-0.50654351,0.051,0.227,6.7323E-282
SGPP2,2.8972E-285,0.89891628,0.341,0.137,8.1035E-281
MEF2A,2.9628E-285,0.839285195,0.74,0.588,8.287E-281
PLOD1,3.9706E-285,-0.545223131,0.023,0.172,1.1106E-280
PDE7A,4.7416E-285,-0.533323875,0.539,0.739,1.3262E-280
LINC02471,5.8931E-285,0.930675084,0.198,0.034,1.6483E-280
RSAD1,2.9627E-284,-0.643325771,0.054,0.23,8.2867E-280
AC020916.1,5.4918E-284,0.906444219,0.171,0.019,1.5361E-279
RND3,8.0622E-284,0.570145915,0.151,0.01,2.255E-279
ITGA6,8.3711E-284,-0.622128195,0.266,0.518,2.3414E-279
CNNM2,1.2568E-283,-0.665396314,0.248,0.508,3.5153E-279
LTF,1.8573E-283,0.537539681,0.136,0.003,5.1948E-279
GUCY1A1,1.9006E-283,0.818228056,0.251,0.069,5.3159E-279
COBL,3.3433E-283,-0.64790914,0.371,0.63,9.3511E-279
ZKSCAN1,5.062E-283,-0.709681246,0.255,0.493,1.4158E-278
PLCH1,9.0831E-283,0.894268748,0.38,0.17,2.5405E-278
SLC2A2,9.7962E-283,-0.762587283,0.067,0.253,2.74E-278
ATP11A,1.1638E-282,0.894470978,0.65,0.446,3.2553E-278
RPS12,2.4826E-282,-0.375017897,0.002,0.124,6.9439E-278
MT-ND2,3.5804E-282,-0.444551169,0,0.118,1.0014E-277
AC124854.1,8.2404E-282,-0.660415125,0.019,0.162,2.3048E-277
ZEB1,1.8285E-281,0.862815266,0.501,0.274,5.1145E-277
AC068234.2,2.2261E-281,0.705219093,0.145,0.008,6.2264E-277
IL1RAPL2,3.8229E-281,-0.576066523,0.094,0.299,1.0693E-276
MTHFR,6.1419E-281,-0.699510206,0.109,0.309,1.7179E-276
GIPC2,1.5088E-280,-0.71467429,0.264,0.507,4.2202E-276
TNFRSF19,2.5049E-280,0.876021103,0.351,0.146,7.0063E-276
RAPGEF3,2.8669E-280,-0.750857683,0.124,0.326,8.0186E-276
LINC02027,2.916E-280,-0.701705636,0.221,0.466,8.156E-276
SIGIRR,3.1765E-280,-0.617439267,0.054,0.226,8.8846E-276
RPL41,9.1674E-280,-0.467721453,0.048,0.222,2.5641E-275
PARD3B,2.6804E-279,0.666682763,0.881,0.787,7.497E-275
PLA2G15,3.4052E-279,-0.56555959,0.041,0.205,9.5243E-275
AL136962.1,5.499E-279,-0.98318469,0.04,0.206,1.5381E-274
ACOX1,5.5163E-279,-0.639645746,0.135,0.349,1.5429E-274
HSPA8,5.7916E-279,-0.392431556,0.012,0.147,1.6199E-274
PPP1R12B,6.36E-279,0.983066737,0.63,0.443,1.7789E-274
HSD11B1-AS1,9.0841E-279,-0.607427181,0.034,0.193,2.5408E-274
NFKB1,1.7722E-278,0.881347045,0.451,0.232,4.9568E-274
NFAT5,1.8583E-278,0.937196913,0.768,0.642,5.1977E-274
LINC01138,2.1509E-278,0.744447685,0.268,0.08,6.0162E-274
PUDP,3.6033E-278,0.847465349,0.41,0.194,1.0078E-273
KRT80,6.9651E-278,0.55118121,0.126,0,1.9481E-273
AC087477.2,8.0626E-278,0.753419794,0.196,0.035,2.2551E-273
AL359915.1,9.335E-278,-0.615584496,0.049,0.221,2.611E-273
AC116345.3,1.1933E-277,-0.548744401,0.008,0.138,3.3378E-273
MT-ND4L,1.4131E-277,-0.331922359,0.003,0.124,3.9525E-273
VPS41,4.9635E-277,0.868404852,0.483,0.281,1.3883E-272
LINC01781,9.7288E-277,0.932617045,0.62,0.431,2.7211E-272
AL050309.1,1.9281E-276,0.736919806,0.7,0.496,5.3928E-272
AC004870.3,5.9584E-276,-0.743863002,0.029,0.183,1.6666E-271
RPL34,2.2831E-275,-0.525231072,0.05,0.22,6.3859E-271
SMTN,2.7725E-275,-0.496730981,0.02,0.162,7.7547E-271
ZBTB20-AS5,5.3928E-275,0.850420273,0.265,0.085,1.5084E-270
GSTA2,5.4694E-275,-0.495367496,0,0.115,1.5298E-270
CD226,9.4212E-275,-0.636793116,0.041,0.201,2.6351E-270
NF2,1.1111E-274,1.002592945,0.342,0.148,3.1078E-270
SEMA3C,1.5011E-274,1.002863431,0.33,0.129,4.1986E-270
FBXL2,1.7112E-274,0.936931688,0.439,0.238,4.7863E-270
PKP2,4.6286E-274,-0.627514497,0.073,0.26,1.2946E-269
TBC1D10A,4.8711E-274,-0.615533675,0.088,0.28,1.3625E-269
TUFT1,7.2278E-274,0.765648302,0.226,0.055,2.0216E-269
PTMA,1.3264E-273,-0.438194814,0.088,0.286,3.7098E-269
LINC02119,1.5747E-273,-0.559399654,0.012,0.145,4.4043E-269
ALOX5,2.4065E-273,0.503264108,0.133,0.003,6.7311E-269
CCDC88C,3.4513E-273,-0.68846539,0.09,0.278,9.6534E-269
FRMD5,4.1078E-273,0.940863883,0.241,0.063,1.1489E-268
MALAT1,1.8426E-272,-0.268306698,1,1,5.1536E-268
C19orf12,2.1733E-272,-0.573336097,0.08,0.269,6.0786E-268
NECAB1,3.4532E-272,0.687097149,0.165,0.019,9.6587E-268
PATJ,7.7341E-272,-0.503589004,0.88,0.957,2.1632E-267
NEK11,1.1112E-271,0.869775987,0.382,0.177,3.108E-267
SLC47A1,1.2312E-271,-0.571789246,0.37,0.627,3.4437E-267
ATXN7L1,8.4621E-271,-0.647706608,0.43,0.658,2.3668E-266
DIRC3,1.4437E-270,-0.671353187,0.197,0.432,4.038E-266
KCTD1,2.1647E-270,0.848274963,0.382,0.179,6.0546E-266
GABRP,3.9797E-270,0.575652444,0.129,0.003,1.1131E-265
RPS9,5.9267E-270,-0.394009748,0.032,0.186,1.6577E-265
ARHGEF10,6.1142E-270,0.821164439,0.288,0.1,1.7101E-265
WWC2,6.9038E-270,0.824654796,0.707,0.575,1.931E-265
TMEM245,1.6169E-269,-0.689832955,0.365,0.594,4.5224E-265
IGF1R,1.7604E-269,-0.5514245,0.807,0.901,4.9239E-265
HDAC9,1.8181E-269,0.748160443,0.235,0.059,5.0853E-265
