,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
RAPH1,6.69742E-47,0.51832008,0.487,0.387,1.87327E-42
GALNT18,7.39102E-47,-0.354343613,0.357,0.518,2.06727E-42
SEMA3B,8.77091E-47,0.593036699,0.27,0.167,2.45322E-42
FBXL2,1.18101E-46,0.524955407,0.442,0.348,3.30327E-42
CCN2,1.48579E-46,0.519290923,0.116,0.038,4.15575E-42
MAST4,1.63704E-46,-0.385391666,0.42,0.569,4.57881E-42
NFIA,1.95218E-46,0.545032067,0.547,0.475,5.46025E-42
COP1,4.13865E-46,0.476693304,0.675,0.638,1.15758E-41
PKP4,4.46505E-46,-0.309734763,0.705,0.841,1.24887E-41
HES4,5.14954E-46,0.431854632,0.174,0.082,1.44033E-41
LAMC1,7.33579E-46,0.538825516,0.426,0.327,2.05182E-41
RASSF6,1.08435E-45,0.569574035,0.233,0.135,3.03293E-41
CFI,1.09397E-45,0.548942978,0.268,0.171,3.05983E-41
MAPK14,1.54861E-45,0.625529528,0.419,0.342,4.33147E-41
PPP3CA,2.53204E-45,-0.316826627,0.441,0.594,7.08212E-41
CTSD,2.67604E-45,0.557718191,0.278,0.178,7.4849E-41
FRY,5.33478E-45,0.462223998,0.663,0.599,1.49214E-40
EHD4,6.31745E-45,0.571939252,0.235,0.14,1.76699E-40
SOD2,1.18651E-44,0.862306161,0.38,0.294,3.31868E-40
KLF5,1.22646E-44,0.432389106,0.16,0.072,3.4304E-40
AC096576.6,3.0345E-44,0.384169484,0.119,0.042,8.4875E-40
AL008633.1,3.08593E-44,0.528532215,0.434,0.335,8.63134E-40
IQCA1,4.52873E-44,0.453757239,0.21,0.113,1.26668E-39
FGF12,4.5541E-44,-0.584393175,0.069,0.141,1.27378E-39
KLF7,5.60965E-44,0.597798121,0.228,0.134,1.56902E-39
MIDN,6.01493E-44,0.474392858,0.319,0.209,1.68238E-39
SOCS3,6.88826E-44,0.356310829,0.117,0.039,1.92665E-39
SLCO4A1,9.72381E-44,0.451306497,0.102,0.031,2.71975E-39
ITPR2,1.00569E-43,-0.262272146,0.715,0.846,2.81292E-39
RBM25,1.01817E-43,0.509873493,0.64,0.608,2.84782E-39
SIK2,1.07368E-43,0.506034007,0.73,0.712,3.00308E-39
DLG2,1.49781E-43,0.560508424,0.765,0.776,4.18936E-39
SEMA3C,1.84977E-43,0.63413077,0.269,0.18,5.17382E-39
PPP4R3A,2.15859E-43,-0.310877028,0.28,0.417,6.03757E-39
DLG1,3.31819E-43,0.475373297,0.749,0.741,9.28098E-39
AL050309.1,3.60139E-43,0.446948056,0.624,0.554,1.00731E-38
GPM6B,4.4866E-43,0.507635157,0.171,0.082,1.2549E-38
FAM107B,6.92329E-43,0.63841988,0.662,0.605,1.93644E-38
ENO1,7.36817E-43,0.640891644,0.362,0.276,2.06088E-38
ODF2L,1.3883E-42,0.491475804,0.415,0.326,3.88308E-38
EYA3,2.01974E-42,-0.281384643,0.552,0.692,5.6492E-38
ARHGAP26,2.32027E-42,0.75303097,0.34,0.254,6.48981E-38
FBN1,2.41668E-42,0.428326385,0.113,0.039,6.75946E-38
LRRFIP1,3.34362E-42,0.442080227,0.796,0.762,9.3521E-38
PPP1CB,3.83902E-42,0.614287452,0.488,0.413,1.07377E-37
HS6ST1,6.74625E-42,0.546704737,0.311,0.211,1.88693E-37
PARP4,8.27852E-42,0.485427175,0.283,0.188,2.3155E-37
ADAMTS9,1.09483E-41,0.573945756,0.584,0.499,3.06223E-37
SOX4,1.10542E-41,0.438106332,0.172,0.085,3.09186E-37
PDLIM5,1.11819E-41,0.661535754,0.59,0.535,3.12759E-37
NR2F2-AS1,1.4099E-41,0.486495215,0.675,0.655,3.9435E-37
ADAMTSL4-AS1,1.54931E-41,0.409230957,0.178,0.088,4.33343E-37
AZIN1-AS1,1.71473E-41,-0.273352031,0.223,0.345,4.7961E-37
RAB11FIP1,1.84209E-41,0.643850742,0.349,0.251,5.15232E-37
GPRIN3,2.22506E-41,-0.289636567,0.294,0.428,6.2235E-37
DANT2,3.2395E-41,-0.250282966,0.758,0.897,9.06089E-37
GRIP1,3.41731E-41,-0.339054427,0.776,0.842,9.55822E-37
MAP3K5,5.63178E-41,0.638352493,0.434,0.362,1.57521E-36
SPIDR,6.33033E-41,0.426053868,0.747,0.733,1.77059E-36
POF1B,6.42037E-41,0.360558589,0.105,0.035,1.79578E-36
PLEKHA1,7.19064E-41,0.554285905,0.493,0.422,2.01122E-36
KCTD12,9.74318E-41,0.37015488,0.118,0.046,2.72517E-36
RALGDS,1.21443E-40,0.423222762,0.144,0.064,3.39676E-36
SERINC5,1.96943E-40,0.501624278,0.304,0.205,5.5085E-36
MVP,2.00098E-40,0.438708318,0.206,0.117,5.59674E-36
FBXL7,2.6225E-40,0.51320808,0.27,0.173,7.33513E-36
ACSL4,2.71196E-40,0.409776445,0.646,0.57,7.58536E-36
GOLGA8B,3.05727E-40,0.552517631,0.411,0.331,8.55119E-36
AC034268.2,3.98514E-40,-0.295136429,0.044,0.104,1.11464E-35
ZNF208,6.97119E-40,-0.358338524,0.264,0.379,1.94984E-35
CEP170,7.98451E-40,0.486377284,0.301,0.205,2.23327E-35
XIST,8.85746E-40,0.480391628,0.438,0.315,2.47743E-35
CACNA2D1,9.00508E-40,-0.25427973,0.361,0.505,2.51872E-35
SLC37A1,1.03323E-39,0.407306675,0.147,0.068,2.88993E-35
FOS,1.10593E-39,-0.512401231,0.155,0.245,3.09328E-35
APBB2,1.26534E-39,-0.374437919,0.647,0.775,3.53916E-35
SSH2,1.30974E-39,0.392003822,0.788,0.761,3.66335E-35
DCDC1,1.52883E-39,0.484813306,0.343,0.249,4.27613E-35
PLCB4,1.96407E-39,-0.307580286,0.229,0.339,5.49351E-35
EMX2OS,1.98061E-39,-0.250209876,0.308,0.442,5.53977E-35
NPC1,2.05623E-39,0.524399343,0.363,0.274,5.75127E-35
ARPC1B,5.59482E-39,0.352557969,0.142,0.064,1.56487E-34
DENND3,9.65808E-39,0.393913569,0.168,0.085,2.70136E-34
MIR99AHG,1.30273E-38,0.384548009,0.64,0.58,3.64374E-34
SOX2-OT,1.49898E-38,-0.264122724,0.098,0.179,4.19264E-34
AC005261.1,5.55216E-38,0.501239419,0.211,0.127,1.55294E-33
CHD3,5.93016E-38,0.41600609,0.23,0.138,1.65866E-33
SESN3,7.90236E-38,0.523561892,0.243,0.156,2.21029E-33
AC018742.1,8.30048E-38,0.625512279,0.16,0.081,2.32165E-33
MNS1,8.58205E-38,0.396755936,0.189,0.102,2.4004E-33
FANK1,8.73961E-38,0.453994691,0.234,0.144,2.44447E-33
RBMS3,1.27628E-37,0.868287585,0.325,0.249,3.56975E-33
RETREG1,1.9659E-37,0.681156311,0.34,0.261,5.49862E-33
BMPR2,1.99006E-37,0.468150957,0.598,0.542,5.56619E-33
PPP4R1,2.90507E-37,0.519385226,0.45,0.376,8.12547E-33
LHFPL6,3.71986E-37,0.421675699,0.113,0.045,1.04044E-32
SLC12A2,4.24761E-37,-0.289991042,0.18,0.282,1.18806E-32
IL18,6.25212E-37,0.409287763,0.129,0.058,1.74872E-32
TRPM7,8.37784E-37,-0.260111579,0.424,0.597,2.34328E-32
RDH10,9.90497E-37,0.457206358,0.342,0.247,2.77042E-32
SLC41A2,1.00622E-36,0.404213366,0.143,0.069,2.81439E-32
ZNF10,1.07234E-36,-0.26076301,0.34,0.475,2.99934E-32
BANP,1.68414E-36,0.568313873,0.305,0.212,4.71053E-32
RNF217,3.28228E-36,0.463653362,0.263,0.174,9.18055E-32
EFEMP1,3.65245E-36,0.403358313,0.139,0.065,1.02159E-31
MAPK10,4.81068E-36,0.272233873,0.89,0.893,1.34555E-31
C1RL,5.15618E-36,0.398413065,0.17,0.091,1.44218E-31
DLGAP1-AS1,5.60891E-36,0.317904063,0.125,0.053,1.56881E-31
ARFGEF3,8.18248E-36,0.443978532,0.164,0.088,2.28864E-31
PDE8B,1.09452E-35,-0.26210831,0.281,0.408,3.06138E-31
CNGA1,1.25061E-35,0.458611179,0.197,0.114,3.49796E-31
ZNF83,1.76388E-35,0.480405045,0.521,0.455,4.93357E-31
HSPG2,1.85549E-35,0.432618572,0.239,0.151,5.18979E-31
PPDPF,2.06152E-35,0.448599124,0.159,0.085,5.76607E-31
ZFHX3,2.56018E-35,0.478572452,0.534,0.464,7.16084E-31
MINDY2,3.4379E-35,0.462311624,0.501,0.44,9.61582E-31
BNC2,3.86465E-35,0.606658434,0.473,0.409,1.08094E-30
ESYT2,3.96872E-35,0.64963053,0.636,0.593,1.11005E-30
PHACTR2,6.70649E-35,-0.340967059,0.404,0.516,1.87581E-30
KLHL13,7.52822E-35,0.797832256,0.597,0.571,2.10564E-30
GULP1,7.6166E-35,-0.251040882,0.412,0.546,2.13036E-30
PER2,8.38156E-35,0.401621656,0.184,0.103,2.34432E-30
GIPC1,9.12563E-35,0.480855563,0.274,0.189,2.55244E-30
AC010197.1,1.08898E-34,-0.258118566,0.063,0.127,3.04588E-30
TES,1.18668E-34,0.436524363,0.255,0.166,3.31914E-30
AL512662.2,1.27922E-34,-0.278476118,0.151,0.243,3.57798E-30
VAV2,1.64436E-34,0.550345363,0.573,0.518,4.59927E-30
RTN4,2.23021E-34,0.39664785,0.697,0.655,6.2379E-30
RELB,2.4969E-34,0.44614453,0.191,0.11,6.98382E-30
FAM110B,3.03883E-34,-0.314019753,0.476,0.589,8.49962E-30
STAT6,3.61193E-34,0.419292769,0.229,0.144,1.01026E-29
BCL6,4.37771E-34,0.330180093,0.127,0.057,1.22445E-29
FSTL1,1.71063E-33,0.310596007,0.105,0.042,4.78463E-29
GFPT2,3.08254E-33,0.369752427,0.106,0.042,8.62187E-29
PRDM16,3.45586E-33,0.535800228,0.591,0.586,9.66603E-29
CLIP1,3.47184E-33,0.529748255,0.563,0.522,9.71073E-29
SMC5,4.19592E-33,0.44021152,0.519,0.458,1.1736E-28
AGBL4,5.43212E-33,0.350254,0.837,0.827,1.51936E-28
RNF19A,6.77355E-33,0.420866399,0.593,0.542,1.89456E-28
UNC13C,7.64107E-33,0.386506596,0.273,0.183,2.13721E-28
TPM4,1.16493E-32,0.3502893,0.406,0.297,3.25831E-28
ARFGAP3,1.30377E-32,0.476913028,0.344,0.267,3.64666E-28
MXRA5,1.50537E-32,0.360828428,0.156,0.082,4.21052E-28
PROSER2,1.72176E-32,0.490621249,0.171,0.096,4.81577E-28
RCAN3,3.5277E-32,0.306023931,0.106,0.044,9.86698E-28
ADAMTS3,4.23854E-32,0.421978462,0.226,0.139,1.18552E-27
FCHO2,6.1115E-32,0.496975964,0.383,0.314,1.70939E-27
SESTD1,6.47944E-32,0.47009842,0.459,0.384,1.8123E-27
SH3BP2,8.65681E-32,0.480142796,0.186,0.113,2.42131E-27
KLHL29,1.14451E-31,0.398225053,0.134,0.066,3.20118E-27
SH2D4A,1.34184E-31,0.410653967,0.144,0.074,3.75313E-27
LGALS3,2.15028E-31,0.496243014,0.271,0.188,6.01432E-27
ANKRD44,3.37252E-31,0.386593568,0.284,0.197,9.43294E-27
TNFSF10,5.34055E-31,0.347373766,0.127,0.06,1.49375E-26
CLNK,5.79569E-31,0.471274655,0.176,0.105,1.62106E-26
ACTN1,6.03976E-31,0.452481344,0.151,0.081,1.68932E-26
ABR,6.61813E-31,0.37024856,0.159,0.088,1.85109E-26
NPEPPS,1.66954E-30,0.456525772,0.63,0.62,4.6697E-26
LMNA,1.94967E-30,0.50215043,0.325,0.24,5.45323E-26
BICDL2,2.95947E-30,0.318830277,0.104,0.044,8.27762E-26
KCNH7,4.47231E-30,-0.585494189,0.062,0.118,1.2509E-25
LARGE1,4.91927E-30,0.555065281,0.584,0.557,1.37592E-25
SMARCA2,5.12185E-30,-0.311188175,0.468,0.587,1.43258E-25
GCC2,7.82983E-30,0.431600054,0.519,0.471,2.19E-25
PLOD2,9.54574E-30,0.550516745,0.302,0.228,2.66994E-25
WEE1,1.06349E-29,0.3843597,0.126,0.062,2.97458E-25
ZNF486,1.17732E-29,0.385641252,0.167,0.095,3.29297E-25
CPM,1.50811E-29,-0.360539562,0.318,0.437,4.21818E-25
MRPL33,3.01748E-29,0.453682197,0.34,0.264,8.4399E-25
MPZL3,3.11002E-29,0.368187458,0.134,0.069,8.69874E-25
GDA,3.35906E-29,0.92287499,0.22,0.156,9.3953E-25
AL078604.4,4.40778E-29,0.441248185,0.163,0.094,1.23286E-24
SHISA5,6.83914E-29,0.330935273,0.12,0.059,1.91291E-24
IGF1R,7.87973E-29,0.407604968,0.753,0.782,2.20396E-24
PITPNM1,8.0483E-29,0.339478937,0.124,0.061,2.25111E-24
ZFP36L1,8.26365E-29,0.419391356,0.522,0.458,2.31134E-24
PICALM,8.56407E-29,0.450068904,0.776,0.79,2.39537E-24
KIAA1211L,9.47076E-29,0.349871624,0.108,0.049,2.64897E-24
LIPC,9.63027E-29,0.346541933,0.127,0.063,2.69359E-24
ANKRD12,9.72559E-29,0.386810641,0.703,0.696,2.72025E-24
CHST9,1.01837E-28,0.349348504,0.127,0.063,2.84838E-24
PFKP,1.3088E-28,0.495811312,0.451,0.384,3.66073E-24
PTPN12,1.53365E-28,0.468904118,0.392,0.324,4.28963E-24
FOSL2,1.62413E-28,0.305821083,0.501,0.406,4.54268E-24
ANTXR1,2.18139E-28,0.325585535,0.149,0.081,6.10135E-24
HUNK,2.4377E-28,-0.257175352,0.324,0.431,6.81825E-24
S100A10,3.04127E-28,0.28459871,0.115,0.055,8.50644E-24
LRRIQ1,3.47619E-28,0.375982262,0.282,0.2,9.7229E-24
AP1S3,5.1183E-28,0.54648875,0.218,0.148,1.43159E-23
GPCPD1,5.18182E-28,0.45769345,0.482,0.42,1.44936E-23
LINC00271,7.93783E-28,0.518532453,0.428,0.38,2.22021E-23
PAPSS2,1.34858E-27,0.39750179,0.346,0.266,3.77198E-23
CFAP54,1.39007E-27,0.313368311,0.111,0.052,3.88803E-23
GBE1,1.42422E-27,-0.265875848,0.522,0.637,3.98355E-23
ANXA2,1.43832E-27,0.537661281,0.313,0.236,4.02297E-23
LINC01619,1.7169E-27,0.31980969,0.165,0.095,4.80216E-23
PON2,1.79709E-27,0.427103834,0.293,0.22,5.02647E-23
PAQR7,2.26779E-27,0.414634361,0.152,0.088,6.343E-23
SPINT2,2.34537E-27,0.470131692,0.225,0.159,6.55999E-23
ETS1,2.35178E-27,0.513405703,0.235,0.161,6.57792E-23
CDK6,2.93067E-27,-0.306930563,0.497,0.598,8.1971E-23
SH3RF1,3.30269E-27,0.362834628,0.778,0.771,9.23764E-23
ETHE1,3.45011E-27,0.31416694,0.106,0.049,9.64996E-23
PALLD,4.38092E-27,0.418820034,0.49,0.418,1.22534E-22
SIMC1,4.94586E-27,0.466681428,0.224,0.154,1.38336E-22
SEMA6A,6.87063E-27,0.31493631,0.328,0.243,1.92172E-22
CAMTA1,7.21278E-27,0.386549597,0.619,0.588,2.01741E-22
CNTN3,9.20957E-27,0.535427339,0.26,0.195,2.57592E-22
MIF,1.19779E-26,0.302821619,0.122,0.062,3.35021E-22
SMARCC1,1.84517E-26,0.3924177,0.592,0.578,5.16095E-22
PHF20,2.01627E-26,0.429172463,0.465,0.409,5.63951E-22
LINC01482,2.28951E-26,0.322045588,0.375,0.282,6.40375E-22
TNKS1BP1,2.57625E-26,0.361247727,0.144,0.08,7.20578E-22
ARHGEF12,2.90876E-26,0.363931757,0.707,0.699,8.13581E-22
ERC2,3.21633E-26,0.42533535,0.211,0.142,8.99608E-22
TMEM123,3.27282E-26,0.387688297,0.244,0.173,9.15409E-22
ACER3,3.89325E-26,0.47091546,0.348,0.285,1.08894E-21
AC093898.1,4.27024E-26,0.59338674,0.158,0.091,1.19438E-21
MAML3,4.47335E-26,0.358692264,0.579,0.519,1.25119E-21
PTK2,4.99712E-26,0.27511156,0.861,0.873,1.3977E-21
TMEM241,6.20042E-26,0.43615234,0.157,0.093,1.73426E-21
TRIM56,6.36531E-26,0.372974698,0.199,0.13,1.78038E-21
TAGLN2,1.06658E-25,0.267609008,0.108,0.052,2.98323E-21
ANKRD36,1.2017E-25,0.436227361,0.32,0.252,3.36114E-21
POU3F3,1.62273E-25,0.517653732,0.226,0.163,4.53877E-21
AQP3,2.31798E-25,0.336935543,0.271,0.192,6.48339E-21
CES2,2.73089E-25,0.405436141,0.125,0.067,7.6383E-21
TENM3,2.8021E-25,0.379013964,0.124,0.067,7.83747E-21
TUSC3,4.69938E-25,0.420182707,0.336,0.269,1.31442E-20
PPP1R13B,5.04352E-25,0.486565163,0.303,0.24,1.41067E-20
EPB41L4A,5.84583E-25,0.375118503,0.559,0.523,1.63508E-20
DNER,7.3601E-25,0.522590622,0.141,0.083,2.05862E-20
DDX21,8.08047E-25,0.394598978,0.192,0.126,2.26011E-20
IL1RAPL2,9.60573E-25,-0.328365962,0.202,0.294,2.68672E-20
RALGAPA2,1.10077E-24,0.450155313,0.503,0.473,3.07884E-20
CD74,1.27313E-24,0.298701537,0.112,0.057,3.56094E-20
PTCHD1-AS,1.35985E-24,0.375582915,0.26,0.191,3.8035E-20
PAK3,1.76304E-24,0.407508478,0.111,0.056,4.93121E-20
RPL15,1.81955E-24,0.277247883,0.125,0.068,5.08928E-20
SPAG1,2.69631E-24,0.366312445,0.163,0.1,7.54157E-20
MTAP,5.29413E-24,0.472175809,0.333,0.273,1.48077E-19
ROBO1,5.53126E-24,0.402779365,0.26,0.187,1.54709E-19
PNP,7.72877E-24,-0.376958512,0.107,0.167,2.16174E-19
SPTLC3,1.22097E-23,0.447591673,0.302,0.24,3.41505E-19
SYNJ2,1.74178E-23,0.302880818,0.113,0.059,4.87177E-19
ABTB2,1.90754E-23,-0.313973098,0.754,0.821,5.3354E-19
RPS11,2.13301E-23,0.318261434,0.148,0.089,5.96602E-19
RPL8,2.2342E-23,0.289818556,0.153,0.093,6.24905E-19
TNFRSF10D,2.60075E-23,0.329214135,0.104,0.052,7.27428E-19
POU5F1,2.74392E-23,0.41806336,0.163,0.103,7.67474E-19
LINC01781,3.16762E-23,0.477767966,0.169,0.109,8.85983E-19
AC002460.2,3.73783E-23,0.32582528,0.54,0.484,1.04547E-18
FAM189A1,4.95231E-23,0.466877767,0.3,0.235,1.38516E-18
ANKRD36C,5.63862E-23,0.380539112,0.285,0.216,1.57712E-18
SLIT3,6.19851E-23,0.330730599,0.105,0.053,1.73372E-18
MAP3K20,6.48304E-23,0.254268004,0.109,0.056,1.81331E-18
UTRN,9.30442E-23,0.377497837,0.701,0.694,2.60245E-18
RASSF7,9.66432E-23,0.413456464,0.167,0.108,2.70311E-18
FGF14,1.18602E-22,0.515887377,0.192,0.134,3.3173E-18
LCN12,1.19548E-22,0.276565464,0.107,0.054,3.34376E-18
PISD,1.69896E-22,0.550965799,0.434,0.395,4.75198E-18
HNF1B,1.77281E-22,0.439323655,0.498,0.472,4.95854E-18
F11R,2.59856E-22,0.346026777,0.215,0.15,7.26817E-18
EYA4,2.89011E-22,-0.435407235,0.249,0.323,8.08363E-18
MTHFD2L,2.92959E-22,0.531785026,0.229,0.17,8.19406E-18
DRAM1,3.25056E-22,0.261440884,0.119,0.065,9.09182E-18
GAB2,3.42307E-22,0.312023388,0.362,0.286,9.57433E-18
THBS1,3.44749E-22,0.391236692,0.19,0.124,9.64264E-18
SHTN1,4.07089E-22,0.426464343,0.31,0.253,1.13863E-17
MTHFR,4.29022E-22,0.381915978,0.142,0.086,1.19998E-17
TNFRSF10B,4.58339E-22,0.434377092,0.222,0.159,1.28198E-17
DNAH7,6.02205E-22,0.442817504,0.412,0.371,1.68437E-17
ANXA3,6.40242E-22,0.369022882,0.196,0.133,1.79076E-17
SCMH1,6.81346E-22,0.325924867,0.709,0.699,1.90572E-17
PACS1,7.44009E-22,0.392126759,0.551,0.513,2.08099E-17
NPAS2,8.33509E-22,0.444703814,0.455,0.411,2.33132E-17
TMOD3,1.27902E-21,0.447266512,0.337,0.283,3.57743E-17
CASC4,1.28813E-21,0.374076935,0.494,0.457,3.60291E-17
CELF2,1.59091E-21,0.373770233,0.154,0.097,4.44978E-17
ACADL,1.78982E-21,0.407597397,0.239,0.181,5.00612E-17
CTNNA1,2.33867E-21,0.334282372,0.723,0.712,6.54126E-17
BANK1,2.41583E-21,0.298868226,0.153,0.094,6.75708E-17
SLC2A1,3.22401E-21,0.363819869,0.109,0.058,9.01757E-17
RFTN1,3.25186E-21,0.298983768,0.112,0.061,9.09545E-17
IL10RB,6.91282E-21,0.250355498,0.121,0.068,1.93352E-16
CAST,7.21042E-21,0.420610352,0.447,0.406,2.01675E-16
CFAP47,7.75282E-21,0.385394565,0.167,0.109,2.16846E-16
LIPG,7.87618E-21,0.391161827,0.115,0.065,2.20297E-16
CEP112,8.04136E-21,0.374229301,0.46,0.41,2.24917E-16
PRELID2,8.15641E-21,0.357240209,0.254,0.189,2.28135E-16
LYN,8.39503E-21,0.391765631,0.263,0.192,2.34809E-16
KLF3,1.03854E-20,0.351704178,0.217,0.155,2.90479E-16
CLDN7,1.04233E-20,0.362417035,0.199,0.139,2.9154E-16
MYOF,1.22155E-20,0.452083437,0.398,0.341,3.41668E-16
KANSL1L,1.28679E-20,0.359794239,0.693,0.711,3.59914E-16
LINC01578,1.29359E-20,0.414734996,0.41,0.367,3.61817E-16
FGFR1,1.39962E-20,0.384322782,0.183,0.124,3.91474E-16
SPIRE2,1.4448E-20,0.295845139,0.147,0.09,4.04111E-16
TGIF1,1.5848E-20,0.256257398,0.134,0.079,4.43267E-16
RIMKLB,2.00718E-20,0.685393955,0.276,0.221,5.61407E-16
MCTP1,2.07949E-20,0.276273784,0.223,0.15,5.81632E-16
TPM1,2.51597E-20,0.822166851,0.283,0.235,7.03717E-16
TGFBR2,2.87313E-20,0.435200437,0.391,0.341,8.03614E-16
GPD2,3.2058E-20,0.36965483,0.328,0.267,8.96664E-16
BACE2,3.42297E-20,0.485188801,0.495,0.471,9.57404E-16
NRXN3,4.09714E-20,0.324387076,0.114,0.065,1.14597E-15
ZEB1,4.84343E-20,0.418993914,0.194,0.138,1.35471E-15
DOCK9,6.19214E-20,0.376962842,0.42,0.365,1.73194E-15
ETS2,6.22546E-20,0.319683702,0.145,0.09,1.74126E-15
SLC25A29,7.15228E-20,0.352567884,0.58,0.539,2.00049E-15
IQANK1,7.36995E-20,0.299102841,0.105,0.057,2.06137E-15
ROR1,8.43344E-20,0.47639198,0.25,0.193,2.35883E-15
CLDN4,8.59259E-20,0.278614975,0.131,0.078,2.40335E-15
CYTOR,9.03106E-20,0.393655538,0.223,0.159,2.52599E-15
TLE1,9.89648E-20,0.366289472,0.172,0.117,2.76805E-15
C1orf159,1.11137E-19,0.30516091,0.16,0.104,3.10849E-15
CDC42BPB,1.23461E-19,0.351528397,0.556,0.54,3.4532E-15
CTTNBP2,1.80829E-19,0.437238834,0.2,0.148,5.05778E-15
HGSNAT,1.95755E-19,0.370349625,0.42,0.373,5.47526E-15
SKIL,2.55386E-19,0.450604818,0.315,0.258,7.14313E-15
PELI1,2.66128E-19,0.466751194,0.195,0.141,7.44359E-15
HYDIN,2.75324E-19,0.35859593,0.228,0.169,7.70082E-15
ARRDC3,3.40063E-19,0.560477756,0.239,0.191,9.51157E-15
MDFIC,3.55011E-19,0.346893789,0.272,0.209,9.92965E-15
LEPR,3.94025E-19,0.324591085,0.172,0.115,1.10209E-14
CACNA1D,4.13113E-19,0.542943598,0.311,0.269,1.15548E-14
COL8A1,4.63329E-19,0.410918853,0.143,0.092,1.29593E-14
IKZF2,5.14396E-19,0.429719094,0.253,0.194,1.43877E-14
CASP4,6.02852E-19,0.277722927,0.125,0.075,1.68618E-14
DNAH5,6.12367E-19,0.314511602,0.127,0.077,1.71279E-14
MYO10,7.89712E-19,0.477549921,0.726,0.751,2.20882E-14
SLC2A13,1.0654E-18,0.441413655,0.227,0.175,2.97994E-14
PRRC2C,1.08705E-18,0.376177439,0.618,0.611,3.04047E-14
RPS17,1.30864E-18,0.255798487,0.113,0.066,3.66026E-14
ANKS1B,1.70465E-18,0.540983071,0.37,0.33,4.7679E-14
CTNND1,1.86222E-18,0.272790137,0.839,0.869,5.20864E-14
PUDP,1.89486E-18,0.331656542,0.25,0.19,5.29992E-14
EPB41L2,2.18354E-18,0.28075021,0.129,0.078,6.10736E-14
SLC12A1,2.26198E-18,-0.341852797,0.156,0.093,6.32675E-14
GALNT7,2.36427E-18,0.400695379,0.355,0.306,6.61286E-14
AGPAT4,3.16352E-18,0.323072197,0.175,0.121,8.84837E-14
SMARCA1,3.4321E-18,0.352758897,0.264,0.208,9.59958E-14
REL,4.60723E-18,0.31893386,0.219,0.159,1.28864E-13
RRAD,5.66913E-18,0.532281771,0.122,0.073,1.58566E-13
B4GALT5,5.88124E-18,0.468976929,0.395,0.353,1.64498E-13
SH2D3A,7.70082E-18,0.323520731,0.198,0.143,2.15392E-13
PPFIBP1,8.08762E-18,0.639452763,0.591,0.587,2.26211E-13
TAPBP,8.78563E-18,0.310836304,0.171,0.12,2.45734E-13
PCGF5,9.39182E-18,0.35906002,0.539,0.512,2.62689E-13
COL5A2,1.21956E-17,0.402768245,0.19,0.137,3.41111E-13
RECQL5,1.2726E-17,0.297877113,0.183,0.128,3.55946E-13
AHR,1.78346E-17,0.318732842,0.117,0.071,4.98833E-13
SEPTIN10,2.12035E-17,0.360205187,0.355,0.307,5.93062E-13
RPL13A,2.51931E-17,0.334651404,0.217,0.163,7.04652E-13
NFX1,2.60277E-17,0.3798541,0.465,0.442,7.27996E-13
BTBD9,2.64466E-17,0.269926427,0.851,0.875,7.39712E-13
SPATS2L,2.87664E-17,0.353974889,0.459,0.416,8.04596E-13
SPRY4-AS1,4.10472E-17,0.269340609,0.199,0.139,1.14809E-12
PRKCQ,7.00401E-17,0.355436396,0.165,0.116,1.95902E-12
NEDD9,8.7919E-17,0.508493592,0.338,0.299,2.4591E-12
CRIM1,1.05959E-16,0.527538581,0.546,0.541,2.96367E-12
GPR132,1.72481E-16,0.499285657,0.19,0.139,4.82429E-12
RPL23,1.82517E-16,0.293633839,0.139,0.092,5.105E-12
PHACTR1,1.99686E-16,0.38300046,0.311,0.263,5.58522E-12
GAPDH,3.0256E-16,0.363609257,0.146,0.098,8.46259E-12
ITGB1,3.08465E-16,0.482915092,0.427,0.388,8.62778E-12
AC246817.1,3.1467E-16,0.315099396,0.159,0.109,8.80133E-12
HOOK3,4.04093E-16,0.392075419,0.505,0.488,1.13025E-11
NLGN4Y,5.63809E-16,0.504298389,0.191,0.148,1.57697E-11
KMT2A,6.59294E-16,0.34662963,0.433,0.399,1.84405E-11
NAV3,7.09093E-16,0.30623766,0.118,0.074,1.98333E-11
LIPE-AS1,8.82087E-16,0.279867033,0.118,0.074,2.4672E-11
GALNT2,9.10179E-16,0.467288202,0.285,0.246,2.54577E-11
SLC45A4,1.13759E-15,0.271730942,0.519,0.467,3.18184E-11
TCF7L1,1.41234E-15,0.282494884,0.296,0.232,3.95031E-11
RBFOX1,1.47161E-15,0.284733351,0.12,0.075,4.1161E-11
RASEF,2.09953E-15,0.346338443,0.159,0.112,5.87238E-11
RANBP17,2.1802E-15,0.370043765,0.348,0.303,6.09802E-11
EIF4G3,2.2669E-15,0.278803753,0.766,0.768,6.34051E-11
NLK,2.28456E-15,0.298611101,0.715,0.716,6.38991E-11
USP6NL,2.69144E-15,0.359496202,0.301,0.257,7.52797E-11
PTP4A2,3.0212E-15,0.30137624,0.413,0.365,8.45031E-11
CMSS1,3.40678E-15,0.383615374,0.49,0.453,9.52875E-11
SLC16A3,3.87944E-15,0.286026547,0.115,0.073,1.08508E-10
KIAA1217,3.89248E-15,0.373833196,0.798,0.826,1.08873E-10
AL096854.1,4.23021E-15,0.389543856,0.184,0.133,1.18319E-10
