,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
CLDN10,4.03422E-83,-0.260441406,0.187,0.362,1.12837E-78
FAM53B,4.05923E-83,-0.33558726,0.081,0.197,1.13537E-78
EPS8,6.47507E-83,0.763860354,0.567,0.47,1.81108E-78
SLC44A1,7.9006E-83,0.599676911,0.607,0.479,2.2098E-78
ADAL,8.13846E-83,-0.2529562,0.051,0.149,2.27633E-78
UGCG,8.55523E-83,0.905145223,0.405,0.263,2.3929E-78
COX10,1.61156E-82,-0.302440156,0.125,0.267,4.50752E-78
AL117381.1,2.24774E-82,-0.275620324,0.047,0.142,6.28692E-78
MYO1E,2.59796E-82,0.517893072,0.845,0.766,7.26649E-78
SH3PXD2A,5.42115E-82,-0.391940263,0.08,0.193,1.5163E-77
CTNNAL1,1.0302E-81,-0.433819532,0.165,0.315,2.88146E-77
RAP1GAP2,1.0721E-81,-0.369823527,0.295,0.48,2.99867E-77
CCNL2,1.76099E-81,-0.335384812,0.163,0.316,4.9255E-77
VDR,1.99931E-81,-0.269096073,0.05,0.146,5.59207E-77
MGME1,4.9697E-81,-0.27088959,0.076,0.19,1.39002E-76
TMEM120B,5.35403E-81,-0.336637898,0.136,0.279,1.49752E-76
PLEKHH2,6.8359E-81,0.776177543,0.396,0.254,1.912E-76
HSPH1,1.2277E-80,-0.310042421,0.084,0.201,3.43386E-76
HIP1R,2.82029E-80,-0.383047913,0.259,0.436,7.88836E-76
KCNK1,4.08769E-80,0.776354566,0.303,0.163,1.14333E-75
AL359232.1,4.2762E-80,-0.394433993,0.136,0.277,1.19605E-75
ARG2,4.40078E-80,-0.855083503,0.171,0.306,1.2309E-75
PRPS2,6.9082E-80,-0.560372667,0.074,0.183,1.93222E-75
NDRG1,9.16277E-80,-0.411526168,0.47,0.665,2.56283E-75
PIGR,1.22592E-79,0.497953213,0.155,0.039,3.42889E-75
SOS2,2.4979E-79,-0.368924923,0.43,0.62,6.98663E-75
AC016831.7,2.57891E-79,0.745408812,0.321,0.186,7.21322E-75
EMP1,2.67249E-79,0.68225273,0.137,0.027,7.47497E-75
MAML2,3.31579E-79,-0.473738167,0.765,0.886,9.27426E-75
PRICKLE1,4.37998E-79,0.715912517,0.202,0.071,1.22508E-74
BACH1,4.71731E-79,0.659698851,0.569,0.457,1.31943E-74
SOX13,5.59693E-79,-0.257669163,0.049,0.142,1.56546E-74
ADAMTS1,5.68842E-79,0.682087453,0.136,0.027,1.59105E-74
STK24,7.66399E-79,0.808458002,0.546,0.451,2.14362E-74
CXCL2,1.12522E-78,0.460150779,0.119,0.016,3.14724E-74
SFXN1,1.62447E-78,-0.308538656,0.16,0.311,4.54365E-74
RDX,1.71281E-78,-0.328566804,0.297,0.49,4.79072E-74
HSP90AB1,1.77152E-78,-0.311760298,0.14,0.28,4.95494E-74
PAX8-AS1,1.91497E-78,0.794331233,0.52,0.397,5.35618E-74
RNF10,3.91572E-78,-0.377554291,0.282,0.459,1.09523E-73
COL4A6,4.33877E-78,-0.423547364,0.165,0.314,1.21355E-73
STARD13-AS,6.83724E-78,-0.314109559,0.081,0.194,1.91237E-73
ITGB8,8.86885E-78,0.880450416,0.533,0.424,2.48062E-73
NTNG1,9.53566E-78,0.740491159,0.15,0.038,2.66713E-73
KRBA2,1.16586E-77,-0.266085175,0.06,0.162,3.26092E-73
METAP2,1.20872E-77,1.063416381,0.392,0.269,3.3808E-73
NISCH,1.35269E-77,-0.292347826,0.128,0.265,3.78349E-73
ZNF518A,1.61799E-77,-0.325839281,0.359,0.562,4.52553E-73
AKAP6,2.42753E-77,-0.330542933,0.191,0.353,6.78981E-73
PDE8A,2.73189E-77,-0.34117839,0.551,0.744,7.6411E-73
ADAMTSL3,4.23254E-77,0.602382752,0.37,0.217,1.18384E-72
LINC00278,5.89412E-77,-0.376381579,0.268,0.458,1.64859E-72
ASIC2,6.35039E-77,0.633118407,0.172,0.052,1.7762E-72
PLEC,6.55314E-77,0.887629591,0.225,0.098,1.83291E-72
RPL34-AS1,7.18839E-77,-0.286789235,0.058,0.157,2.01059E-72
NNT-AS1,1.30028E-76,-0.271892915,0.087,0.203,3.63689E-72
PDXK,1.59042E-76,-0.283239726,0.224,0.395,4.44839E-72
NFE2L2,1.83859E-76,-0.55106912,0.543,0.693,5.14253E-72
ZRANB2,1.98223E-76,-0.332000791,0.481,0.674,5.5443E-72
SCD5,2.0288E-76,-0.299618329,0.117,0.249,5.67456E-72
ACO2,2.49784E-76,-0.322343875,0.233,0.407,6.98645E-72
TRHDE,2.87378E-76,-0.331950568,0.472,0.697,8.03798E-72
TRPV5,4.03473E-76,-0.296689085,0.027,0.101,1.12851E-71
MTCL1,8.82416E-76,0.745855886,0.209,0.085,2.46812E-71
PRICKLE2,9.03981E-76,-0.374909917,0.446,0.638,2.52843E-71
AMD1,9.31185E-76,-0.311896256,0.127,0.261,2.60452E-71
LRP6,9.62033E-76,-0.276437633,0.236,0.417,2.69081E-71
CTDSPL,1.07819E-75,-0.357496255,0.352,0.55,3.01571E-71
AC019197.1,1.9756E-75,0.386822001,0.987,0.962,5.52576E-71
PITPNC1,2.13805E-75,0.90899098,0.448,0.326,5.98012E-71
AP001831.1,2.26058E-75,-0.273426027,0.066,0.17,6.32285E-71
TGIF2,4.15074E-75,-0.266577538,0.052,0.144,1.16096E-70
ATP6V1A,4.25557E-75,-0.345823398,0.293,0.479,1.19028E-70
VAMP2,4.37667E-75,-0.260725789,0.145,0.289,1.22415E-70
GATA2-AS1,8.61496E-75,0.585328231,0.149,0.038,2.4096E-70
USP53,1.50325E-74,0.737833645,0.602,0.537,4.20458E-70
FAM13A,1.83211E-74,-0.363279812,0.326,0.509,5.12443E-70
UBR3,2.76006E-74,-0.337238034,0.464,0.664,7.71987E-70
WDSUB1,2.82585E-74,-0.331531945,0.146,0.286,7.9039E-70
PTH2R,3.02316E-74,-0.373747469,0.813,0.925,8.45577E-70
CS,3.63106E-74,-0.284861325,0.094,0.211,1.01561E-69
PHTF2,1.02177E-73,-0.436554981,0.287,0.449,2.8579E-69
CLASP1,1.06321E-73,-0.361316563,0.557,0.745,2.97379E-69
SWAP70,1.43189E-73,0.656966648,0.297,0.162,4.005E-69
HADHA,2.00377E-73,-0.288039976,0.155,0.299,5.60454E-69
NDUFS1,2.37129E-73,-0.304064371,0.216,0.382,6.6325E-69
THRB,2.82385E-73,-0.384849141,0.497,0.7,7.89831E-69
UACA,3.51334E-73,0.581125403,0.614,0.508,9.82681E-69
RNF43,4.84397E-73,-0.258837724,0.09,0.207,1.35486E-68
PDE4B,5.86688E-73,0.970097536,0.118,0.02,1.64097E-68
HSPA9,5.9035E-73,-0.310477946,0.161,0.306,1.65121E-68
PBX1,6.73617E-73,-0.359463576,0.403,0.603,1.88411E-68
DNAJC11,8.71696E-73,-0.302531867,0.174,0.324,2.43813E-68
EPS15L1,1.38597E-72,-0.26869615,0.154,0.299,3.87656E-68
FNDC3A,1.40536E-72,0.440300283,0.847,0.751,3.9308E-68
AC008014.1,1.51335E-72,-0.363248896,0.522,0.724,4.23283E-68
PVT1,1.52095E-72,0.688946563,0.21,0.083,4.25409E-68
OIP5-AS1,2.15247E-72,-0.296644922,0.208,0.369,6.02047E-68
ADCY5,2.91613E-72,0.696470055,0.162,0.051,8.15642E-68
ABCA4,7.01972E-72,0.650603647,0.14,0.034,1.96342E-67
RASA3,7.39801E-72,0.480706443,0.13,0.027,2.06922E-67
DAPK2,1.5122E-71,0.547728539,0.114,0.018,4.22963E-67
KCNK13,1.54309E-71,-0.48018905,0.11,0.228,4.31603E-67
GMDS,2.96292E-71,0.582330547,0.622,0.516,8.28727E-67
USP24,3.09758E-71,-0.412978234,0.477,0.663,8.66393E-67
EPC1,3.77738E-71,-0.336618046,0.33,0.512,1.05653E-66
KCNQ1OT1,4.54361E-71,-0.351797543,0.386,0.591,1.27085E-66
AC098829.1,4.82025E-71,-0.312284414,0.111,0.235,1.34822E-66
C1orf21,7.60185E-71,0.528397109,0.13,0.029,2.12624E-66
SFXN4,1.01144E-70,-0.251666393,0.055,0.147,2.82899E-66
ADGRL2,1.08061E-70,-0.486669519,0.573,0.735,3.02246E-66
ADIPOR2,1.52381E-70,-0.312742186,0.177,0.323,4.2621E-66
ORC4,2.31708E-70,-0.26818969,0.24,0.412,6.48088E-66
KREMEN1,3.52098E-70,-0.269934324,0.105,0.226,9.84817E-66
HOXD3,4.37006E-70,-0.321309255,0.349,0.537,1.22231E-65
CPNE8,4.44564E-70,0.701548159,0.538,0.432,1.24345E-65
NOS1AP,5.82034E-70,0.661411357,0.664,0.602,1.62795E-65
PMEPA1,7.50342E-70,0.753555845,0.159,0.05,2.09871E-65
DMGDH,9.91366E-70,-0.254595607,0.231,0.408,2.77285E-65
THSD4,1.00643E-69,0.561090034,0.647,0.542,2.81498E-65
DISC1,1.02249E-69,0.47090801,0.152,0.043,2.8599E-65
EHF,1.04261E-69,0.641206126,0.201,0.082,2.91619E-65
SLC12A6,1.77408E-69,-0.253831688,0.127,0.256,4.9621E-65
AC053527.2,2.49233E-69,-0.289912717,0.157,0.298,6.97105E-65
FBXO17,2.76983E-69,-0.278148536,0.187,0.341,7.74722E-65
SLC44A4,4.65734E-69,0.409167409,0.123,0.025,1.30266E-64
SYNE2,5.26379E-69,0.354445845,0.824,0.751,1.47228E-64
MAN2A1,7.33033E-69,-0.378153262,0.407,0.582,2.05029E-64
KRT19,7.43869E-69,0.501068309,0.455,0.293,2.0806E-64
CMC1,7.72847E-69,-0.291550038,0.205,0.361,2.16165E-64
NCOA6,1.16967E-68,-0.283484577,0.305,0.49,3.27156E-64
TRPV4,1.27352E-68,-0.338731432,0.24,0.407,3.56204E-64
CSNK2A1,1.42426E-68,-0.324113734,0.313,0.488,3.98364E-64
SLC1A1,1.60989E-68,-0.281997839,0.141,0.273,4.50287E-64
PHC2,1.91605E-68,-0.284873364,0.142,0.275,5.35919E-64
ZC3H14,3.18875E-68,-0.300784109,0.217,0.376,8.91894E-64
PAM,3.6507E-68,0.638772694,0.639,0.566,1.0211E-63
USP25,4.35152E-68,-0.341298304,0.517,0.696,1.21712E-63
IQCJ-SCHIP1,4.52024E-68,0.742840299,0.396,0.266,1.26431E-63
AC096677.1,4.80585E-68,-0.275780378,0.065,0.161,1.3442E-63
DENND1A,5.65774E-68,-0.330497488,0.454,0.645,1.58247E-63
RASA2,5.82641E-68,0.64047577,0.56,0.458,1.62965E-63
STXBP5,8.35188E-68,0.577141255,0.549,0.446,2.33602E-63
HDAC9,9.31233E-68,0.727863709,0.171,0.061,2.60466E-63
ZNF780B,1.07837E-67,-0.278185141,0.185,0.337,3.01621E-63
SHISA9,1.54624E-67,-0.332851488,0.063,0.156,4.32483E-63
GPR173,8.32238E-67,0.455861343,0.131,0.031,2.32777E-62
TRAF3,9.20925E-67,0.65207121,0.377,0.247,2.57583E-62
TBCA,1.02737E-66,-0.269350599,0.238,0.402,2.87356E-62
PCLO,1.19902E-66,-0.279575812,0.355,0.556,3.35367E-62
IGF2BP2,1.3695E-66,-0.329342498,0.329,0.506,3.83049E-62
FBXO9,1.48169E-66,-0.257862812,0.137,0.266,4.14429E-62
PREPL,1.78869E-66,-0.293405516,0.239,0.4,5.00296E-62
SYNJ1,2.45108E-66,-0.272807511,0.141,0.271,6.85567E-62
SLC25A25,2.62677E-66,-0.276332315,0.103,0.218,7.34707E-62
CPVL,3.39139E-66,-0.437534687,0.167,0.296,9.48571E-62
GSTK1,3.74272E-66,-0.260482798,0.06,0.15,1.04684E-61
PPP2R2D,4.4418E-66,-0.280016804,0.22,0.377,1.24237E-61
DGLUCY,4.47756E-66,-0.290919082,0.241,0.406,1.25237E-61
SLC22A2,4.51704E-66,-0.27935204,0.048,0.13,1.26342E-61
ZNF608,4.6239E-66,-0.334063418,0.276,0.434,1.29331E-61
PCMTD2,4.68938E-66,-0.266569528,0.109,0.226,1.31162E-61
ITGA2,4.78632E-66,0.729442765,0.704,0.626,1.33873E-61
PTPRM,5.14115E-66,0.467863086,0.831,0.816,1.43798E-61
FXR1,5.61205E-66,-0.293640479,0.268,0.434,1.56969E-61
RAB3IP,7.32528E-66,-0.287809457,0.404,0.6,2.04888E-61
RMDN1,1.2996E-65,-0.258434934,0.123,0.247,3.63498E-61
OSMR-AS1,1.60283E-65,0.684439684,0.306,0.184,4.48311E-61
CAPS2,1.81674E-65,-0.273144326,0.17,0.313,5.08141E-61
AL049779.4,3.76084E-65,-0.514898633,0.055,0.139,1.05191E-60
ARRB1,3.8099E-65,-0.260694558,0.038,0.113,1.06563E-60
AL365295.1,4.18567E-65,-0.444135076,0.098,0.203,1.17073E-60
TOM1L1,4.186E-65,-0.288095111,0.295,0.47,1.17083E-60
ANKRD26,4.7861E-65,-0.276925412,0.323,0.519,1.33867E-60
ROBO2,4.81524E-65,1.307191122,0.183,0.073,1.34682E-60
SNAP25-AS1,5.24145E-65,0.45255242,0.104,0.017,1.46603E-60
KIF9-AS1,5.34638E-65,-0.305180206,0.138,0.267,1.49538E-60
ABCD3,5.57297E-65,-0.296498152,0.367,0.547,1.55876E-60
MYRFL,6.83125E-65,-0.330208925,0.151,0.283,1.9107E-60
FDFT1,1.0334E-64,-0.302778397,0.098,0.207,2.89042E-60
RAVER2,1.09326E-64,-0.260707121,0.092,0.2,3.05784E-60
PLSCR1,1.16386E-64,0.606720456,0.366,0.235,3.25533E-60
CPT1A,1.21382E-64,-0.260229327,0.203,0.357,3.39505E-60
SCP2,1.31381E-64,-0.251970402,0.17,0.313,3.67474E-60
SLFN5,1.44094E-64,0.374097455,0.108,0.018,4.03031E-60
HKDC1,1.459E-64,0.913623452,0.256,0.13,4.08082E-60
PNISR,1.81661E-64,-0.28315207,0.685,0.849,5.08106E-60
LUZP1,1.83832E-64,-0.305967911,0.229,0.384,5.14178E-60
UTY,1.96296E-64,-0.300917761,0.367,0.559,5.49039E-60
ZMYND11,2.04822E-64,-0.323092384,0.36,0.539,5.72888E-60
GIT2,2.39909E-64,0.696459176,0.374,0.255,6.71026E-60
KIAA1958,2.78227E-64,-0.371246078,0.428,0.611,7.78202E-60
CMIP,2.86331E-64,0.684717801,0.59,0.52,8.00868E-60
TC2N,2.8781E-64,0.602265251,0.331,0.199,8.05005E-60
ERMP1,2.91461E-64,-0.305460663,0.219,0.372,8.15215E-60
MFN1,3.31239E-64,-0.286126172,0.214,0.366,9.26476E-60
ZBTB7A,3.45688E-64,0.670854035,0.275,0.154,9.66889E-60
NUCB2,3.4821E-64,-0.286298344,0.06,0.148,9.73944E-60
CCND2,4.27555E-64,0.359241176,0.127,0.03,1.19587E-59
ATRN,5.62291E-64,-0.317249977,0.33,0.51,1.57273E-59
XYLT1,6.85071E-64,0.632765731,0.251,0.124,1.91614E-59
AKAP12,7.07004E-64,0.889652844,0.229,0.112,1.97749E-59
ZNF98,7.52089E-64,-0.292537324,0.221,0.38,2.10359E-59
NAP1L4,8.19678E-64,-0.295449387,0.321,0.493,2.29264E-59
DICER1,1.03367E-63,-0.300732069,0.39,0.575,2.89117E-59
EHBP1L1,1.55084E-63,0.353223776,0.107,0.019,4.33771E-59
COL27A1,1.63942E-63,0.666904314,0.256,0.139,4.58544E-59
PPP1R14C,1.78303E-63,0.614484887,0.156,0.053,4.98713E-59
GAREM1,2.39312E-63,0.417803439,0.824,0.781,6.69357E-59
CAAP1,3.40836E-63,-0.279760891,0.289,0.46,9.53317E-59
CNN3,4.78234E-63,-0.261766517,0.198,0.345,1.33762E-58
SYT17,8.85531E-63,0.532015232,0.175,0.067,2.47683E-58
RHPN2,1.63457E-62,0.755468127,0.297,0.181,4.57189E-58
AGL,3.66396E-62,-0.259825804,0.15,0.282,1.02481E-57
MAP3K13,3.95613E-62,-0.258178391,0.364,0.555,1.10653E-57
RNF150,4.2841E-62,-0.296623302,0.342,0.528,1.19826E-57
GCFC2,4.6595E-62,-0.266315958,0.161,0.295,1.30326E-57
FYB1,4.87527E-62,0.407092235,0.104,0.018,1.36361E-57
HMCN1,5.63855E-62,-0.471429048,0.123,0.238,1.5771E-57
CYSTM1,6.63281E-62,-0.303004716,0.327,0.502,1.8552E-57
EML6,1.49381E-61,-0.43189406,0.184,0.317,4.17819E-57
ARNT2,2.2047E-61,-0.305368837,0.242,0.396,6.16654E-57
CMC2,2.7532E-61,-0.283300861,0.17,0.304,7.70069E-57
SF3B1,2.76243E-61,-0.26956129,0.29,0.462,7.72653E-57
MYH14,3.34679E-61,0.673236637,0.305,0.187,9.36097E-57
LRRC8D,3.53207E-61,-0.264355971,0.241,0.4,9.87919E-57
STC1,5.33352E-61,-0.67780552,0.082,0.178,1.49179E-56
MTSS1,7.00152E-61,-0.297223928,0.343,0.521,1.95833E-56
SGSM1,9.06268E-61,-0.269748095,0.113,0.227,2.53483E-56
IER2,1.98854E-60,-0.319564146,0.054,0.135,5.56195E-56
DEPTOR,2.18223E-60,-0.330953757,0.287,0.448,6.1037E-56
COLEC10,2.7215E-60,0.466098094,0.101,0.018,7.61203E-56
SLC12A7,2.82742E-60,0.543041859,0.184,0.077,7.90831E-56
UVRAG,2.98295E-60,-0.32466635,0.454,0.619,8.34331E-56
PLEKHA7,3.07189E-60,-0.296232487,0.534,0.731,8.59208E-56
NMNAT3,3.20684E-60,-0.276849054,0.075,0.169,8.96954E-56
TMEM164,3.26872E-60,-0.322349093,0.181,0.315,9.14261E-56
AQP7,3.80045E-60,0.625067894,0.196,0.088,1.06299E-55
RASAL1,3.80735E-60,0.701807911,0.337,0.21,1.06492E-55
SFXN5,5.00918E-60,-0.30368675,0.22,0.37,1.40107E-55
OSBPL8,5.45938E-60,-0.281890371,0.341,0.505,1.52699E-55
IMMT,6.51883E-60,-0.25856229,0.19,0.327,1.82332E-55
CHL1,1.64427E-59,0.596336053,0.236,0.121,4.59902E-55
PTGR1,2.16237E-59,-0.30824999,0.26,0.421,6.04816E-55
PDLIM1,2.55917E-59,0.363055964,0.105,0.021,7.15799E-55
RORA-AS1,3.05639E-59,-0.274014134,0.097,0.201,8.54873E-55
PLCH1,3.25324E-59,0.582685916,0.277,0.158,9.09931E-55
NMD3,3.54616E-59,-0.32609984,0.191,0.327,9.91861E-55
CNOT6L,5.20815E-59,-0.33567398,0.309,0.468,1.45672E-54
CALD1,1.04262E-58,0.963763792,0.282,0.17,2.91621E-54
TLE2,2.19372E-58,0.533208684,0.282,0.16,6.13583E-54
PXK,2.88342E-58,-0.261207196,0.144,0.267,8.06492E-54
PRKAA2,3.18475E-58,-0.290055833,0.417,0.6,8.90776E-54
ARAP2,4.01867E-58,0.580476594,0.408,0.292,1.12402E-53
RCOR1,4.77731E-58,-0.360903465,0.323,0.477,1.33621E-53
RBBP8,4.91238E-58,0.507051491,0.676,0.604,1.37399E-53
MIR3936HG,5.66864E-58,-0.335417147,0.443,0.618,1.58552E-53
APCDD1L,5.74756E-58,-0.286842108,0.082,0.177,1.60759E-53
SUCLG2,6.99583E-58,-0.270598988,0.414,0.598,1.95673E-53
LRATD1,7.11285E-58,0.421822283,0.135,0.041,1.98946E-53
CCDC18-AS1,1.01899E-57,-0.292628838,0.377,0.551,2.85011E-53
NXN,1.17729E-57,0.599047115,0.159,0.06,3.29288E-53
PTPRE,1.96424E-57,0.422151629,0.102,0.021,5.49397E-53
AC087242.1,3.00715E-57,-0.250853809,0.064,0.151,8.41101E-53
CYP7B1,8.70419E-57,-0.316730097,0.185,0.317,2.43456E-52
LINC01091,8.85933E-57,0.619365042,0.221,0.111,2.47795E-52
INTS6,1.03771E-56,-0.282248011,0.312,0.475,2.90246E-52
JUNB,1.09346E-56,-0.341525557,0.068,0.152,3.0584E-52
ARHGAP42,1.38642E-56,0.991414254,0.355,0.258,3.87783E-52
STX18-AS1,1.48821E-56,-0.281674812,0.185,0.322,4.16252E-52
PRKCI,1.72831E-56,0.663445898,0.475,0.382,4.83409E-52
IQSEC1,2.46853E-56,-0.287018878,0.109,0.213,6.90447E-52
ANK3,2.48496E-56,-0.347424216,0.91,0.962,6.95044E-52
EPB41L5,2.52639E-56,-0.284826661,0.469,0.653,7.06631E-52
GSTP1,2.88063E-56,0.476627907,0.166,0.067,8.05711E-52
PTGES3,2.95465E-56,-0.256590755,0.239,0.386,8.26415E-52
ZNF433,4.81937E-56,-0.250536749,0.076,0.168,1.34798E-51
SLC38A2,7.35814E-56,-0.311470619,0.15,0.267,2.05807E-51
CDKL1,9.31834E-56,-0.323821454,0.287,0.45,2.60634E-51
AHI1,2.02249E-55,0.462660083,0.739,0.69,5.65691E-51
FMNL2,2.99728E-55,0.736108696,0.537,0.45,8.38341E-51
UBE2H,4.35227E-55,0.505174022,0.809,0.787,1.21733E-50
RPS6KA2,4.71704E-55,0.656208058,0.36,0.25,1.31936E-50
NAPA,5.79617E-55,-0.33350625,0.115,0.218,1.62119E-50
MAP2,6.04979E-55,0.431985486,0.121,0.035,1.69213E-50
AC004594.1,7.7051E-55,-0.279676307,0.165,0.291,2.15512E-50
CAP2,9.0425E-55,-0.327432708,0.15,0.267,2.52919E-50
PAPPA2,9.81987E-55,0.568311568,0.183,0.079,2.74662E-50
APP,1.09935E-54,-0.260839297,0.589,0.762,3.07488E-50
ITPR3,1.16234E-54,0.506454696,0.212,0.103,3.25107E-50
TENT4B,1.27949E-54,-0.309817141,0.172,0.297,3.57873E-50
LINC01138,1.9109E-54,0.576137073,0.296,0.181,5.3448E-50
KAT6B,2.04161E-54,-0.286862039,0.419,0.59,5.71038E-50
AC011346.1,2.26871E-54,-0.257945136,0.091,0.188,6.34558E-50
VAV3,2.5319E-54,-0.289457623,0.518,0.701,7.08172E-50
TBL1X,3.2028E-54,-0.292547439,0.414,0.588,8.95822E-50
AC006230.1,3.28838E-54,0.453449523,0.144,0.05,9.19759E-50
EHBP1,3.41287E-54,-0.285381004,0.432,0.607,9.54581E-50
ABCB7,5.04006E-54,-0.271127695,0.197,0.332,1.4097E-49
RAD51B,5.97344E-54,-0.383689752,0.786,0.855,1.67077E-49
PPARG,7.0289E-54,0.803693069,0.595,0.517,1.96598E-49
MBOAT1,8.21204E-54,-0.313241409,0.149,0.265,2.29691E-49
C2CD5,8.39132E-54,-0.254558879,0.252,0.401,2.34705E-49
TTC7A,9.4328E-54,-0.302526799,0.196,0.327,2.63835E-49
ERO1B,9.59623E-54,-0.295334655,0.059,0.139,2.68407E-49
ATP6V0E1,1.12224E-53,-0.269254571,0.188,0.318,3.1389E-49
MBNL2,1.50452E-53,-0.257139155,0.408,0.579,4.20815E-49
C6orf132,1.54131E-53,0.482123989,0.106,0.026,4.31104E-49
LRMDA,1.64516E-53,-0.257208968,0.907,0.969,4.60151E-49
FNDC3B,2.13973E-53,0.439806951,0.881,0.877,5.98482E-49
FLG-AS1,2.37306E-53,-0.257687197,0.208,0.347,6.63745E-49
ARHGAP28,3.48634E-53,-0.266660395,0.057,0.135,9.7513E-49
DCUN1D1,5.19438E-53,-0.315320136,0.243,0.387,1.45287E-48
NSD1,7.02449E-53,-0.28199837,0.467,0.639,1.96475E-48
IL1RAPL1,8.05196E-53,0.609427079,0.274,0.154,2.25213E-48
HLF,9.72308E-53,-0.292216412,0.101,0.199,2.71955E-48
CRIP2,1.4393E-52,0.334197582,0.12,0.035,4.02573E-48
LINC01505,1.45759E-52,-0.256057449,0.049,0.122,4.07689E-48
ITGA3,1.80087E-52,0.796258889,0.321,0.214,5.03704E-48
KCP,2.19663E-52,0.480635318,0.278,0.161,6.14397E-48
IMMP2L,2.91903E-52,0.27384274,0.973,0.977,8.16453E-48
DNAJB6,3.25017E-52,-0.278748007,0.237,0.37,9.09073E-48
SRGAP1,3.2815E-52,0.621898138,0.366,0.261,9.17835E-48
NCOA7,3.57689E-52,0.571870253,0.423,0.321,1.00046E-47
CDCP1,3.8959E-52,0.564770816,0.192,0.092,1.08968E-47
JAZF1,5.13222E-52,0.464639625,0.251,0.137,1.43548E-47
CTTNBP2NL,6.71355E-52,0.585430718,0.275,0.169,1.87778E-47
RNF24,8.376E-52,0.622821019,0.384,0.277,2.34277E-47
TSPAN18,9.41929E-52,0.395387779,0.125,0.039,2.63458E-47
CADM1,1.40427E-51,0.524718922,0.51,0.417,3.92773E-47
GLG1,1.43032E-51,-0.261565581,0.436,0.611,4.0006E-47
TACC1,1.71943E-51,-0.258545185,0.289,0.445,4.80925E-47
AC093583.1,1.72031E-51,-0.402221204,0.071,0.154,4.8117E-47
MID1,1.7221E-51,0.481660416,0.598,0.491,4.8167E-47
PPP6R3,2.92161E-51,-0.268330621,0.613,0.759,8.17176E-47
MAL,4.01387E-51,-0.507693046,0.311,0.453,1.12268E-46
KRT18,4.24113E-51,0.546560745,0.206,0.103,1.18624E-46
PDE5A,5.48067E-51,0.617933557,0.414,0.311,1.53294E-46
ARHGEF3,7.95948E-51,-0.330863422,0.535,0.675,2.22627E-46
BZW2,8.03529E-51,0.580018191,0.237,0.133,2.24747E-46
ELOVL7,1.21495E-50,-0.29999317,0.277,0.423,3.39823E-46
GNA13,1.28016E-50,-0.307919937,0.166,0.282,3.58061E-46
ITGB4,1.56247E-50,0.35725715,0.101,0.024,4.37024E-46
MEGF9,2.44617E-50,-0.301418706,0.21,0.339,6.84194E-46
DOC2B,3.21219E-50,0.462710342,0.158,0.064,8.98449E-46
PARP14,3.37226E-50,0.535325822,0.352,0.24,9.4322E-46
DCPS,3.4361E-50,-0.340217288,0.096,0.187,9.61078E-46
CRYBG3,4.143E-50,-0.286210107,0.179,0.302,1.1588E-45
PTPRJ,4.22819E-50,-0.256810782,0.449,0.621,1.18263E-45
AGPAT5,6.84086E-50,-0.250479238,0.111,0.212,1.91339E-45
ERVMER61-1,7.27135E-50,-0.351439313,0.15,0.262,2.0338E-45
SCIN,7.87105E-50,0.452955973,0.706,0.651,2.20153E-45
AC064875.1,9.01171E-50,0.454772553,0.129,0.043,2.52058E-45
COL1A1,9.12427E-50,0.352281933,0.106,0.028,2.55206E-45
ST14,9.36197E-50,0.592841383,0.263,0.157,2.61854E-45
SPRED2,1.21726E-49,-0.305565289,0.279,0.417,3.40468E-45
A4GALT,1.24632E-49,0.465326739,0.171,0.076,3.48596E-45
LINC01320,1.28401E-49,0.551644271,0.642,0.554,3.59137E-45
CHD2,1.62886E-49,0.466262937,0.759,0.729,4.55592E-45
MTDH,2.71819E-49,-0.275409954,0.362,0.515,7.60277E-45
TRIO,3.12732E-49,0.544044676,0.719,0.679,8.74711E-45
PCDH7,3.4697E-49,0.345336338,0.529,0.377,9.70476E-45
SORL1,7.82158E-49,-0.303897138,0.244,0.374,2.1877E-44
SERPING1,1.22659E-48,0.35122897,0.12,0.039,3.43077E-44
AC087477.2,1.5539E-48,0.428919755,0.13,0.046,4.34626E-44
NNMT,1.75158E-48,0.368900893,0.108,0.031,4.89916E-44
HLA-A,2.4072E-48,0.609464126,0.234,0.136,6.73294E-44
ZNF827,3.46335E-48,-0.254785482,0.357,0.516,9.68699E-44
FLNB,3.55048E-48,-0.270253807,0.416,0.566,9.93068E-44
CD2AP,5.78064E-48,0.476931649,0.761,0.735,1.61684E-43
ARID1B,5.83336E-48,-0.255494459,0.851,0.932,1.63159E-43
SNED1,5.85183E-48,0.682524108,0.234,0.135,1.63676E-43
LINC00513,6.72417E-48,0.64767316,0.243,0.143,1.88075E-43
RHOB,7.43697E-48,0.320351522,0.105,0.029,2.08012E-43
FMN1,1.19324E-47,-0.250781536,0.252,0.389,3.3375E-43
ZHX2,1.34186E-47,0.523179208,0.634,0.571,3.75319E-43
SUPT3H,1.60371E-47,-0.294972467,0.506,0.654,4.48557E-43
ANKRD36B,1.71775E-47,0.456983057,0.182,0.086,4.80455E-43
MPPED2,2.34532E-47,-0.317431813,0.611,0.759,6.55985E-43
ZSWIM6,4.15761E-47,0.399839807,0.788,0.728,1.16288E-42
