"","gene","baseMean","log2FoldChange","lfcSE","pvalue","padj","Regulation"
"61","TMEM88B",0.356255557382571,-0.00306792679233299,0.164221084531843,0.818158569428248,NA,"Not Significant"
"62","LINC01770",0.103650364579578,0.000338095729441345,0.164183417834331,0.982870765701903,NA,"Not Significant"
"63","LOC107985729",0.202237947149091,-0.00226189407789162,0.164234719665347,0.747050504533163,NA,"Not Significant"
"64","VWA1",110.336089549916,-0.0613795349954748,0.146945168707808,0.434481035643517,0.725885477611011,"Not Significant"
"65","ATAD3C",28.7908598936489,-0.057123760587481,0.16386611326479,0.344456836582447,0.650991385679876,"Not Significant"
"66","ATAD3B",2785.87128123046,0.0779238750393577,0.0752151582291848,0.249737585117593,0.559958202625538,"Not Significant"
"67","ATAD3A",4002.86520533463,0.089955633844945,0.0790757319301012,0.218043416402272,0.524196118107854,"Not Significant"
"68","TMEM240",55.2590227402516,-0.149853933268181,0.211756561297467,0.0966997658674894,0.330645293371083,"Not Significant"
"69","SSU72",2922.0242346414,0.00126948579675849,0.0707106853107829,0.988812787899248,0.997549347467418,"Not Significant"
"70","FNDC10",402.168381773786,0.339174213140374,0.137493576068867,0.00187817504894126,0.0215705126827192,"Up"
"71","LOC105378586",3.10102851258484,0.0245083322990126,0.165359193761211,0.280808076873782,NA,"Not Significant"
"72","MIB2",1281.0980799585,-0.112708554273215,0.127743385141994,0.213609890304885,0.518865287240767,"Not Significant"
"73","MMP23B",3.28974892671581,-0.00444745009298051,0.162643330636746,0.831590469865639,NA,"Not Significant"
"74","CDK11B",1693.14751709217,0.121117089851191,0.0847781144382712,0.100608482008584,0.339707917056423,"Not Significant"
"75","SLC35E2B",748.237610360181,-0.0822537277127738,0.0890291180373835,0.27548615438652,0.585021593567445,"Not Significant"
"76","MMP23A",1.78731667163018,-0.0120594094598355,0.163978591518032,0.466663010225488,NA,"Not Significant"
"77","CDK11A",551.500611437068,-0.0333624339928357,0.0815246050244812,0.6305377609315,0.852015513673912,"Not Significant"
"78","SLC35E2A",786.09251393751,-0.100298685260774,0.0983871335498536,0.21319665483732,0.518376495515742,"Not Significant"
"79","LOC112268218",1.62964126031258,0.00335885525906556,0.163388814530576,0.843821019198859,NA,"Not Significant"
"80","NADK",2317.20737576818,0.0141952919881299,0.0740917970174842,0.833669986265017,0.943612295329383,"Not Significant"
"81","GNB1",18110.165345381,0.0684647553721788,0.0899170501069252,0.403370496492502,0.702221875262451,"Not Significant"
"82","GNB1-DT",16.8440193525055,0.0713076690303546,0.179757853428366,0.125409247709016,0.386894488811377,"Not Significant"
"83","CALML6",8.27740239084926,-0.0244205789405943,0.162463857441273,0.497549307812492,NA,"Not Significant"
"84","TMEM52",18.6145550270626,-0.0574043983104786,0.164660895079723,0.334485835408461,0.64189807695279,"Not Significant"
"85","CFAP74",6.0617572122567,-0.0134887157904627,0.162647663040643,0.617694075649452,NA,"Not Significant"
"86","LOC107984872",0.260240138989217,0.000956405185291131,0.164163860033971,0.892053335735292,NA,"Not Significant"
"87","LOC105378589",0.053667306272431,0.00186678154627125,0.164232189813411,0.810939269205307,NA,"Not Significant"
"88","GABRD",0.788687823845683,-0.00178148007505408,0.163724673627396,0.882055954520022,NA,"Not Significant"
"89","LOC105378590",0.111259073247414,-0.00256116839350403,0.164232482301843,0.843653124748728,NA,"Not Significant"
"90","PRKCZ",664.521191394307,-0.0563150853627489,0.108584490392795,0.496269743374434,0.772286944120366,"Not Significant"
"91","PRKCZ-DT",0.485897022151266,0.00844806296953411,0.164433492137196,0.378524119271372,NA,"Not Significant"
"92","PRKCZ-AS1",39.4804765181969,-0.0349931333610564,0.147295863046705,0.624587734335171,0.84858011803425,"Not Significant"
"93","FAAP20",1621.37060381302,-0.0324810640217226,0.0976243004237248,0.69876286767772,0.886083063419423,"Not Significant"
"94","LOC112268219",20.0843582787193,0.103647537693824,0.197859817815547,0.0948072348207606,0.327274142185143,"Not Significant"
"95","SKI",3495.4890146774,-0.0135646263665189,0.135935181259779,0.839319634123158,0.946211462107861,"Not Significant"
"96","LOC124905687",31.1953050083747,-0.00787124354362477,0.159218180755947,0.843021933935213,0.94721382431583,"Not Significant"
"97","LOC124903824",49.8470923001279,0.0439999731758773,0.147309685755612,0.544665107120637,0.801909573480911,"Not Significant"
"98","MORN1",170.044114193256,0.206166544703219,0.152934971333348,0.0472021936809861,0.213347150119166,"Not Significant"
"99","LOC100129534",33.0497118573114,-0.0436226150323901,0.153711852329828,0.514498644402556,0.783980868145787,"Not Significant"
"100","RER1",4664.69903272969,-0.007878819343316,0.0809173983660103,0.90128923043077,0.969408226887851,"Not Significant"
"101","PEX10",1189.5705306654,0.164039085328448,0.0778855859756984,0.0176719490436975,0.110995972064087,"Not Significant"
"102","PLCH2",18.3956727383983,0.0103462020635948,0.154542878569111,0.848209406459083,0.949487081827004,"Not Significant"
"103","PANK4",1294.77070868094,0.0463323529275162,0.0776443403570871,0.493667873544486,0.770371743339716,"Not Significant"
"104","HES5",11.6651894468762,0.13679821205827,0.245547341732193,0.020077658278259,NA,"Not Significant"
"105","TNFRSF14-AS1",0.719191426984712,-0.000940982079166311,0.163814123179156,0.902575120385249,NA,"Not Significant"
"106","TNFRSF14",43.1909540937502,-0.0054539133708976,0.152447323618189,0.926216777184813,0.979128665147463,"Not Significant"
"107","LOC100996583",0.267564059701078,0.00181979607305437,0.164221710290898,0.739351957508086,NA,"Not Significant"
"108","PRXL2B",1167.49739947133,-0.160552079919906,0.0971227177014589,0.0463005881794914,0.211091336110089,"Not Significant"
"109","MMEL1",0.788263425208646,0.00475848503610487,0.164163575369791,0.796371050465342,NA,"Not Significant"
"110","MMEL1-AS1",0,NA,NA,NA,NA,"Not Significant"
"111","TTC34",10.9454554703414,-0.0355714724908832,0.165560667744207,0.319589892093922,NA,"Not Significant"
"112","LOC128966585",0,NA,NA,NA,NA,"Not Significant"
"113","LOC107985732",0,NA,NA,NA,NA,"Not Significant"
"114","LOC124905688",0,NA,NA,NA,NA,"Not Significant"
"115","LOC124905689",0,NA,NA,NA,NA,"Not Significant"
"116","LOC105378598",0.0579576166214185,-0.00028945368251833,0.164233476315084,1,NA,"Not Significant"
"117","LOC107984904",0,NA,NA,NA,NA,"Not Significant"
"118","LOC124903826",0,NA,NA,NA,NA,"Not Significant"
"119","ACTRT2",0,NA,NA,NA,NA,"Not Significant"
"120","LOC124903827",0.0505391002017095,-0.00028016111847696,0.164233497471903,1,NA,"Not Significant"
"121","PRDM16-DT",0,NA,NA,NA,NA,"Not Significant"
"122","PRDM16",0.258726832155478,-0.000479495235781047,0.164229361946754,1,NA,"Not Significant"
"123","MIR4251",0,NA,NA,NA,NA,"Not Significant"
"124","LOC105378606",0,NA,NA,NA,NA,"Not Significant"
"125","LOC107984909",0,NA,NA,NA,NA,"Not Significant"
"126","LOC105378605",0.222518146494828,-0.00293357665395141,0.164250316200723,0.6898697753074,NA,"Not Significant"
"127","LOC124903828",0,NA,NA,NA,NA,"Not Significant"
"128","LOC105378604",37.5434464408144,0.499531334541481,0.430988715134463,0.00920336689525369,0.0698652781812714,"Not Significant"
"129","ARHGEF16",120.644898329638,-0.178136139541991,0.237493797569509,0.0665739938205046,0.266736512562461,"Not Significant"
"130","MEGF6",917.892944459834,0.0980846137299651,0.098240435189401,0.218793608575569,0.525611625616313,"Not Significant"
"131","LOC105378608",0.685734906855579,-0.000956463639578205,0.164026293098574,0.89719670365039,NA,"Not Significant"
"132","MIR551A",0,NA,NA,NA,NA,"Not Significant"
"133","TPRG1L",1733.30955332105,0.235878519890892,0.155859827929825,0.0289265383104008,0.155104856678901,"Not Significant"
"134","WRAP73",524.157518232012,-0.00309678439741258,0.0955817673493004,0.963674831944546,0.988988744123509,"Not Significant"
"135","TP73",9.58612184807293,-0.0249439714190419,0.161542680280534,0.540402124481283,NA,"Not Significant"
"136","TP73-AS3",0.892248172183231,-0.00336578539431629,0.164040360841745,0.822441160071108,NA,"Not Significant"
"137","TP73-AS2",0,NA,NA,NA,NA,"Not Significant"
"138","GFOD3P",1247.18068049203,0.0491191755597821,0.0861407102265599,0.513187736762071,0.78310756886224,"Not Significant"
"139","CCDC27",0,NA,NA,NA,NA,"Not Significant"
"140","SMIM1",2.98264857646589,-0.00940800599562145,0.162696449887907,0.696186005997277,NA,"Not Significant"
"141","LRRC47",1873.16845536668,-0.27255335682743,0.162866423011948,0.0162114603124029,0.1043780836873,"Not Significant"
"142","CEP104",1342.06879488637,0.227143226275889,0.114758448731235,0.0146047630209089,0.0965381213307849,"Not Significant"
"143","DFFB",209.950137764743,0.0197909988353967,0.11634037932859,0.852884564034016,0.950682222532687,"Not Significant"
"144","C1orf174",844.169943235181,0.00774211231982354,0.0838559310163451,0.916078734729774,0.975282281578516,"Not Significant"
"145","LINC01134",10.1282242547135,-0.00466268827386375,0.158785168198555,0.908841980880713,NA,"Not Significant"
"146","LINC01346",0,NA,NA,NA,NA,"Not Significant"
"147","LINC01345",0,NA,NA,NA,NA,"Not Significant"
"148","LINC02780",0,NA,NA,NA,NA,"Not Significant"
"149","LINC01777",0,NA,NA,NA,NA,"Not Significant"
"150","LOC105376674",0.049983058307147,-0.00143403387199956,0.164234028170102,0.843956281022198,NA,"Not Significant"
"151","LOC124904578",0,NA,NA,NA,NA,"Not Significant"
"152","LINC01646",0,NA,NA,NA,NA,"Not Significant"
"153","AJAP1",1039.34849015598,-0.00138175929568186,0.0790088873404848,0.933626998979686,0.9808801888597,"Not Significant"
"154","LINC02781",0,NA,NA,NA,NA,"Not Significant"
"155","LOC124904589",0,NA,NA,NA,NA,"Not Significant"
"156","LOC102724429",0,NA,NA,NA,NA,"Not Significant"
"157","LINC02782",0,NA,NA,NA,NA,"Not Significant"
"158","LOC105376682",0,NA,NA,NA,NA,"Not Significant"
"159","LOC107984911",0,NA,NA,NA,NA,"Not Significant"
"160","LOC105376686",0,NA,NA,NA,NA,"Not Significant"
"161","LOC124900451",0,NA,NA,NA,NA,"Not Significant"
"162","LOC124903830",0,NA,NA,NA,NA,"Not Significant"
"163","MIR4689",0.157648631752058,-0.000463971099998447,0.164228825202761,1,NA,"Not Significant"
"164","NPHP4",682.316872851565,-0.0437185946618938,0.100920045148357,0.580826506086997,0.822833020368636,"Not Significant"
"165","KCNAB2",248.443816557893,-0.0627757158446626,0.14557722610216,0.43141535055615,0.723350786861434,"Not Significant"
"166","CHD5",8.86029998189859,-0.040718724932133,0.165303131239226,0.337561275198115,NA,"Not Significant"
"167","RPL22",5579.3533108993,-0.127612078467838,0.0851526021295365,0.0788650134386565,0.294614932976541,"Not Significant"
"168","RNF207-AS1",6.55884118421898,0.0277583107873394,0.164501086247456,0.383817558740672,NA,"Not Significant"
"169","RNF207",309.075399036569,-0.234341801764339,0.123934653891421,0.0151118407695938,0.0989940944235056,"Not Significant"
"170","ICMT",7467.32080599666,0.346095748592589,0.119773429157917,0.000691230142967764,0.00978779295987188,"Up"
"171","ICMT-DT",8.31736386349467,0.0211472948808876,0.162601057039369,0.539943875423669,NA,"Not Significant"
"172","HES3",0.19938203026128,-0.000397961881361247,0.164230199877066,1,NA,"Not Significant"
"173","GPR153",190.22768922854,-0.11703431405883,0.169258667900516,0.182041347844381,0.47779585399022,"Not Significant"
"174","ACOT7",2611.90857156169,-0.0478427812813458,0.0776072349419485,0.472655918886242,0.754385559276787,"Not Significant"
"175","HES2",11.9375210800459,0.0193480825293768,0.160209742613358,0.64191406410447,NA,"Not Significant"
"176","ESPN",11.289106880729,-0.0382113259845066,0.161892341012499,0.439605460939141,NA,"Not Significant"
"177","MIR4252",0,NA,NA,NA,NA,"Not Significant"
"178","TNFRSF25",454.558532610769,-0.00012459443534861,0.123173700604799,0.997101853378945,0.99957148475786,"Not Significant"
"179","PLEKHG5",1464.59702055365,0.118661576810813,0.102027746153341,0.150354219273759,0.42922289321824,"Not Significant"
"180","NOL9",1123.8414989565,-0.202823111106296,0.181496663902102,0.0593057095362264,0.247955876311766,"Not Significant"
"181","TAS1R1",1.03879503006234,0.0109005766966702,0.164147385709694,0.456472987877525,NA,"Not Significant"
"182","LOC107984912",0,NA,NA,NA,NA,"Not Significant"
"183","ZBTB48",386.077589389101,-0.00841070242458437,0.103435464054705,0.918398651091199,0.97577036439724,"Not Significant"
"184","KLHL21",1976.16685798071,0.00244482367551625,0.0833712756765576,0.997392330434215,0.99957148475786,"Not Significant"
"185","LOC107984913",10.0324621074423,0.0286326675675468,0.161883342705193,0.496291629173957,NA,"Not Significant"
"186","PHF13",1048.18861539285,-0.388248929795796,0.114842948251283,9.84310589385265e-05,0.00208093706585541,"Down"
"187","THAP3",394.174744826352,-0.141485740500649,0.160468683873124,0.13982065938399,0.411283583578595,"Not Significant"
"188","DNAJC11",2853.44410241032,-0.194190008670527,0.181280026214784,0.0670032749645752,0.267606483677777,"Not Significant"
"189","LINC01672",0,NA,NA,NA,NA,"Not Significant"
"190","LOC124904847",0,NA,NA,NA,NA,"Not Significant"
"191","CAMTA1-DT",12.2840542787521,0.0672302397098396,0.175935294140417,0.168574114922665,0.456232143319217,"Not Significant"
"192","CAMTA1",741.413594278164,-0.490218001412839,0.133144624116951,2.01593793280435e-05,0.000550816831928871,"Down"
"193","LOC124903832",1.47568150833876,0.00746540255009761,0.163850284225019,0.586695322046794,NA,"Not Significant"
"194","CAMTA1-AS3",0,NA,NA,NA,NA,"Not Significant"
"195","CAMTA1-AS2",0,NA,NA,NA,NA,"Not Significant"
"196","CAMTA1-AS1",0,NA,NA,NA,NA,"Not Significant"
"197","LOC105376691",0,NA,NA,NA,NA,"Not Significant"
"198","LOC105376689",22.4548546301317,0.0403231313473507,0.160157316808192,0.471743114328282,0.753484807595991,"Not Significant"
"199","VAMP3",4367.31713902342,-0.0760386245876939,0.136720384309798,0.377889095710059,0.681208436556289,"Not Significant"
"200","PER3",750.672525198145,-0.163722868463343,0.141842371341157,0.0925670677902151,0.323899145894703,"Not Significant"
"201","UTS2",1.38309266504461,-0.00982949881218386,0.163971308689669,0.518332788820896,NA,"Not Significant"
"202","TNFRSF9",225.489675665836,-0.12937894405181,0.20815782956825,0.0975646120283044,0.332378445873261,"Not Significant"
"203","PARK7",4565.64337266734,-0.0988723380907956,0.0797348692422086,0.155229552247507,0.435681759092363,"Not Significant"
"204","ERRFI1",2401.54864943199,0.278507541416078,0.111549729104874,0.00267157099267712,0.0280052424627102,"Up"
"205","ERRFI1-DT",1.46820203909428,0.00598506532404226,0.163743396865098,0.665461767131625,NA,"Not Significant"
"206","LOC107984915",0.153461568338917,-0.000459103519538218,0.164228839185648,1,NA,"Not Significant"
"207","LINC01714",0.11584843364954,-0.000414847224443167,0.164230882634474,1,NA,"Not Significant"
"208","LOC105376695",0,NA,NA,NA,NA,"Not Significant"
"209","SLC45A1",26.1596720730742,-0.00266677399653447,0.155196456036888,0.955894522089879,0.986430701622757,"Not Significant"
"210","RERE",3082.21861612643,0.0727786301998622,0.0819147954580567,0.309307042049468,0.619507463873195,"Not Significant"
"211","RERE-AS1",1.94905793112559,0.0233660972788192,0.165497000773091,0.246149856157269,NA,"Not Significant"
"212","SNORD128",0.0579576166214185,-0.00028945368251833,0.164233476315084,1,NA,"Not Significant"
"213","LOC124900452",0,NA,NA,NA,NA,"Not Significant"
"214","ENO1",70634.8104195861,-0.101264956623326,0.0871414781068722,0.171856005701191,0.462221812064485,"Not Significant"
"215","MIR6728",0.991049049684074,-0.0105561909773078,0.164560000288209,0.340921688988315,NA,"Not Significant"
"216","ENO1-AS1",1.98811704204314,-0.0070961548652496,0.163367633413663,0.715742955045805,NA,"Not Significant"
"217","LOC112268261",0.527392870503786,0.0005293982415749,0.164033310606447,0.958580685875466,NA,"Not Significant"
"218","CA6",0.108361985090479,0.00278816179678912,0.164232952972146,0.810940501766518,NA,"Not Significant"
"219","SLC2A7",0.049983058307147,-0.00143403387199956,0.164234028170102,0.843956281022198,NA,"Not Significant"
"220","SLC2A5",3.87893478802459,0.0343012508811312,0.167516123873473,0.185035667505376,NA,"Not Significant"
"221","LOC124900441",0,NA,NA,NA,NA,"Not Significant"
"222","GPR157",365.680861684648,-0.128242585986614,0.13368364543499,0.165988983047996,0.452716258810363,"Not Significant"
"223","MIR34AHG",89.5076289270939,-0.0295018666313846,0.152138670017021,0.640764311843317,0.856748466422779,"Not Significant"
"224","MIR34A",0,NA,NA,NA,NA,"Not Significant"
"225","LNCTAM34A",12.5492444187909,0.0723653061805273,0.179683614575383,0.130393937489896,0.395149756113025,"Not Significant"
"226","H6PD",1383.27401085957,-0.0494844289226116,0.114621704525292,0.554611616173338,0.808470342258842,"Not Significant"
"227","LOC124903836",0,NA,NA,NA,NA,"Not Significant"
"228","SPSB1",1194.21720061651,0.066661029934256,0.0757911085645317,0.311378310639502,0.621497503721081,"Not Significant"
"229","LINC02606",18.8966019292304,0.0380858768920299,0.157821175678477,0.511327290767036,0.781893241776,"Not Significant"
"230","SLC25A33",438.965506977795,-0.11702658984198,0.115760850019664,0.183271347351106,0.478908579106628,"Not Significant"
"231","TMEM201",2347.39673711917,-0.161927792759543,0.0999097362335691,0.0506168060677716,0.223190957947726,"Not Significant"
"232","LOC124903837",1.95956792786919,0.00539465825473468,0.163318256822287,0.770270974487944,NA,"Not Significant"
"233","PIK3CD",4141.07454890498,0.0915847173378642,0.110420465894624,0.287643430889138,0.596315148535662,"Not Significant"
"234","LOC105376712",0,NA,NA,NA,NA,"Not Significant"
"235","PIK3CD-AS1",0,NA,NA,NA,NA,"Not Significant"
"236","PIK3CD-AS2",14.1811293951545,0.0114462477967094,0.159225359012313,0.780645693636188,0.923625689165058,"Not Significant"
"237","CLSTN1",11375.3572278611,0.235826282703719,0.0922076854241545,0.00347336695368535,0.0341626741896914,"Up"
"238","CTNNBIP1",701.328407526221,0.138766813110398,0.146314383963323,0.143925928413379,0.418552637369256,"Not Significant"
"239","LOC105376717",0.4285844731544,-0.000865755824013283,0.164170081788428,0.943140674379414,NA,"Not Significant"
"240","LOC124903838",11.2699619217465,0.0269771636427381,0.161568178895712,0.520790922897751,NA,"Not Significant"
"241","LZIC",1045.11290337549,-0.450754802701398,0.131823858001114,6.30290261341717e-05,0.00144809262242375,"Down"
"242","NMNAT1",408.239116844799,0.156703678945708,0.136954197503878,0.101270662680169,0.340198406788663,"Not Significant"
"243","TMEM274P",0,NA,NA,NA,NA,"Not Significant"
"244","MIR5697",0.322209161625468,-0.00290938577335239,0.164251853012346,0.693995471574471,NA,"Not Significant"
"245","LOC124903840",0.0505391002017095,-0.00028016111847696,0.164233497471903,1,NA,"Not Significant"
"246","RBP7",146.374521438362,-0.0522778985268269,0.118503830738649,0.532267962652816,0.795432930267121,"Not Significant"
"247","UBE4B",2415.99390195432,0.0105408713705487,0.0896325957312781,0.898097701525774,0.967603129938665,"Not Significant"
"248","KIF1B",3808.65737202717,0.375260384753887,0.124370463251039,0.000340000959670621,0.00568056791008189,"Up"
"249","PGD",6717.83207249622,0.0159717117195982,0.111959155406928,0.84837238433707,0.949487081827004,"Not Significant"
"250","CENPS-CORT",0.115915233242837,-0.000299926628936773,0.164233179201892,1,NA,"Not Significant"
"251","CENPS",52.3056580732115,-0.00623426360292996,0.137194719394346,0.931687990676977,0.980337409685157,"Not Significant"
"252","CORT",1.98159465918633,0.0170309422559795,0.163909494080906,0.458911244312748,NA,"Not Significant"
"253","DFFA",3737.67080659657,-0.026570685468058,0.0847378020513211,0.719916385922535,0.897789943459336,"Not Significant"
"254","PEX14",957.391434835631,0.00086529548273929,0.0892784085888175,0.990204719972459,0.998004985678395,"Not Significant"
"255","CASZ1",131.244420222824,-0.0220428191646202,0.124863472993216,0.787683133114727,0.925913010418269,"Not Significant"
"256","LOC105376733",0,NA,NA,NA,NA,"Not Significant"
"257","LOC105376735",0.053667306272431,0.00186678154627125,0.164232189813411,0.810939269205307,NA,"Not Significant"
"258","C1orf127",0.115915233242837,-0.000299926628936773,0.164233179201892,1,NA,"Not Significant"
"259","TARDBP",7006.71844795636,-0.0542734050302594,0.0603093216254363,0.371426618642836,0.676126663094394,"Not Significant"
"260","MASP2",1.18864414096522,-0.00496976250050162,0.163835528982129,0.69501498094154,NA,"Not Significant"
"261","SRM",6357.02739664249,-0.0253631113623881,0.0842739747721389,0.724928671579034,0.900370152740179,"Not Significant"
"262","EXOSC10",4012.0352281885,0.0173086675790527,0.0659754002522939,0.778390177183728,0.922661818501175,"Not Significant"
"263","EXOSC10-AS1",29.7607161017589,0.0277886344446635,0.156034284745028,0.620062225172088,0.845531762120964,"Not Significant"
"264","MTOR",4480.89978291159,0.0656477728647133,0.106331316835971,0.432587936248224,0.724202427154148,"Not Significant"
"265","MTOR-AS1",0.099966116614294,-0.00156642866685919,0.164239553838583,0.75809143986085,NA,"Not Significant"
"266","LOC124904848",0,NA,NA,NA,NA,"Not Significant"
"267","ANGPTL7",0.527353596744041,-0.00857575003809121,0.164445408915449,0.397766835746944,NA,"Not Significant"
"268","UBIAD1",976.958066294183,-0.249845972568857,0.131890458788632,0.0132472170757042,0.0903664375281365,"Not Significant"
"269","LOC105376737",0.0579576166214185,-0.00028945368251833,0.164233476315084,1,NA,"Not Significant"
"270","LOC105376739",0.049983058307147,-0.00143403387199956,0.164234028170102,0.843956281022198,NA,"Not Significant"
"271","LOC105376740",0.049983058307147,-0.00143403387199956,0.164234028170102,0.843956281022198,NA,"Not Significant"
